id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
P_077,Thumb touches the middle of the index (the other fingers follow the index movement slightly) and the thumb rubs upward and releases to then repeating a few times,Thumb above index and in the middle to then touch the middle of the index and rub down (the other fingers follow the index movement slightly) and repeat a few times,All fingers except the thumb is placed up against each other then a pinch with the fingers and the thumb is done (or with index and thumb),"All fingers is placed up against each other, like a whole finger pinch, and then fingers are moved away from eachother (or with index or thumb)","Open palm, facing up, to facing down but imitating closing a lid or open palm, arm partially extended out and slightly up to then putting it down","Open palm, arm partially extended out and put so the palm faces down to arm slighgly put up",Hold the index finger up,Normal side to side wave or normal open close hand wave - may be done with both hands
P_078,Imitate pinching a vertical volume slider and then moving it up (can move down and repeat the movement),Imitate pinching a vertical volume slider and then moving it down (can move down and repeat the movement),Cover the mouth with open palm,Cover the mouth with open palm,Open palm moved slightly towards the camera,Normal side to side wave or normal open close hand wave - may be done with both hands,Open palm raised,"Hand doing the shaka hand gesture, or the new phone gesture with flat hand against ear, to arm partially extended out and slightly up to then putting it down"
P_079,"Point to ear with relaxed hand (so index finger is nearly extended and then fingers are rounded more and more down to the little finger, or touch it","Point to ear with relaxed hand (so index finger is nearly extended and then fingers are rounded more and more down to the little finger, or touch it",Slightly cover the mouth as to talk so only the one to your side can hear you,Cover the mouth with open palm or both hands to then move hand away,Open palm raised,Open palm raised,Hold the index finger up,"Open palm, arm partially extended out and put so the palm faces down to arm slighgly put up"
P_080,Hold the index finger up,Hold the index finger downwards,Point towards someone that is sitting physically with you,Point towards someone that is sitting physically with you,Open palm moved slightly towards the camera,Point towards the camera,Hold the index finger up,Normal side to side wave or normal open close hand wave - may be done with both hands
P_081,"Have relaxed hand and point in towards your ear to then rotate down, to back, to up, to forward and repeat a few times","Hold hand up to ear and open palm, facing down, moving down and up (repeat a few times) with the other hand",All fingers except the thumb is placed up against each other then a pinch with the fingers and the thumb is done (or with index and thumb) and is done while pointing hand towards mouth,Both hands held slightly out and slightly down from head with the back faced the camera to then moving the hands out and opening the palms,"Open palm, facing up, to facing down but imitating closing a lid or open palm, arm partially extended out and slightly up to then putting it down","Open palm, arm partially extended out and put so the palm faces down to arm slighgly put up",Open palm raised,"Open palm, facing up, to facing down but imitating closing a lid or open palm, arm partially extended out and slightly up to then putting it down"
P_082,Imitate holding a knob midair to then turn it clockwise,Imitate holding a knob midair to then turn it counter clockwise,Open palm moved slightly towards the camera,Open palm moved slightly towards the camera,Swipe from left to right with open palm or finger facing the camera,Swipe from right to left with open palm or finger facing the camera,Open palm raised,Simulate closing the curtains with open palms
P_083,Palm facing upward or downward and then raising it,Palm facing down and then lowering it,"Cross both open hands or arms, as to indicate a ""x""",Cover the mouth with open palm or both hands to then move hand away,Simulate closing the curtains with open palms,Clap two times in front of yourself,Open palm raised,Normal side to side wave or normal open close hand wave - may be done with both hands
P_084,Touch ear to point upwards with index finger,Palm facing down and then lowering it,"Do the thumb up but flipped outward and then move hand a bit out to then hold the index finger, pointed up, up against the mouth",Do the thumb up but flipped outward and then move hand a bit out,"Move hand, with the back of the hand facing the camera, or facing down, from above the head to below the head","Open palm, facing down, or with back of hand facing camera, from breast level to above head",Hold the index finger up,"Move hand, with the back of the hand facing the camera, or facing down, from above the head to below the head"
P_085,Hold the index finger up and move the arm up,Hold the index finger downwards,All fingers except the thumb is placed up against each other then a pinch with the fingers and the thumb is done (or with index and thumb),"All fingers is placed up against each other, like a whole finger pinch, and then fingers are moved away from eachother (or with index or thumb)",Swipe from left to right with open palm or finger facing the camera,Swipe from right to left with open palm or finger facing the camera,Open palm raised,"Open palm, facing up, to facing down but imitating closing a lid or open palm, arm partially extended out and slightly up to then putting it down"
P_086,Palm facing upward or downward and then raising it,Palm facing down and then lowering it,"Open palm, facing down, above table to move from slightly inward to outwards",Simulate closing the curtains with open palms,Open palms facing backwards moving all fingers down,Imitate holding a knob midair to then turn it clockwise,Hold the index finger up,Normal side to side wave or normal open close hand wave - may be done with both hands
P_087,Palm facing upward or downward and then raising it,Palm facing down and then lowering it,Cover the mouth with open palm,Cover the mouth with open palm or both hands to then move hand away,Normal side to side wave or normal open close hand wave - may be done with both hands,Normal side to side wave or normal open close hand wave - may be done with both hands,Hold the index finger up,"Cross both open hands or arms, as to indicate a ""x"""
P_088,Imitate pinching a vertical volume slider and then moving it up (can move down and repeat the movement),Imitate pinching a vertical volume slider and then moving it down (can move down and repeat the movement),All finger except the thumb is placed up against each other and then pinch with the fingers and the thumb (repeat a few times),All finger except the thumb is placed up against each other and then pinch with the fingers and the thumb (repeat a few times),Open palm moved slightly towards the camera,Open palm moved slightly towards the camera,Hold the index finger up,"Open palm, facing up, to facing down but imitating closing a lid or open palm, arm partially extended out and slightly up to then putting it down"
P_089,Hold the index finger up,Hold the index finger downwards,"Cross both open hands or arms, as to indicate a ""x""",Both hands or single hand thumbs up,"Cross both open hands or arms, as to indicate a ""x""","Both hands held out, palms facing camera, and fingers spread out",Open palm raised,"Open palm, facing up, to facing down but imitating closing a lid or open palm, arm partially extended out and slightly up to then putting it down"
P_090,Hold the index finger up,Hold the index finger downwards,Open palm moved slightly towards the camera,With open palm facing up move hand towards camera imitating handing the word over to the camera,Open palm moved slightly towards the camera,Open palm slightly towards camera to away from camera,Hold the index finger up,Normal side to side wave or normal open close hand wave - may be done with both hands
P_091,"Open palm, facing down or facing up, moving up and down (repeat a few times)","Open palm, facing down, moving down and up (repeat a few times)",All fingers except the thumb is placed up against each other then a pinch with the fingers and the thumb is done (or with index and thumb),"All fingers is placed up against each other, like a whole finger pinch, and then fingers are moved away from eachother (or with index or thumb)",Simulate opening the curtains with open palms,Unkwown,Hold the index finger up,Normal side to side wave or normal open close hand wave - may be done with both hands
P_092,Imitate holding a knob midair to then turn it clockwise,"Open palm, facing down, moving down and up (repeat a few times)",Imitate pulling a zipper across your lips to shut them,"All fingers is placed up against each other, like a whole finger pinch, and then fingers are moved away from eachother (or with index or thumb)","Cross both index fingers, as to indicate a ""x""",Imitate holding a camera and then pressing the shutter button,Open palm raised,Normal side to side wave or normal open close hand wave - may be done with both hands
P_093,Palm facing upward or downward and then raising it,Palm facing down and then lowering it,Clap once in front of yourself,Clap two times in front of yourself,Swipe from right to left with open palm or finger facing the camera,Swipe from left to right with open palm or finger facing the camera,Open palm raised,"Open palm, facing up, to facing down but imitating closing a lid or open palm, arm partially extended out and slightly up to then putting it down"
P_094,Hand held slightly up and a relaxed fist and then move the index finger up and down (repeat a few times),Hand held slightly up and a relaxed fist with index up and then move the index finger down and up (repeat a few times),Cover the mouth with open palm,Cover the mouth with open palm or both hands to then move hand away,Slightly open hand to  closing the hand to a fist,From fist open hand,Open palm raised,"Cross both open hands or arms, as to indicate a ""x"""
P_095,Touch ear to point upwards with index finger,"Hold hand up to ear and open palm, facing down, moving down and up (repeat a few times) with the other hand",Cover the mouth with open palm,Cover the mouth with open palm or both hands to then move hand away,"One open palm is vertical, the other is place horizontally on top to form a ""t""","One open palm is vertical, the other is place horizontally on top to form a ""t""",Open palm raised,"Hand doing the shaka hand gesture, or the new phone gesture with flat hand against ear, to arm partially extended out and slightly up to then putting it down"
P_096,Hold the index finger up,Hold the index finger downwards,Imitate pulling a zipper across your lips to shut them,Unkwown,"One open palm is vertical, the other is place horizontally on top to form a ""t""",Normal side to side wave or normal open close hand wave - may be done with both hands,Open palm raised,Normal side to side wave or normal open close hand wave - may be done with both hands
P_097,Imitate holding a knob midair to then turn it clockwise,Imitate holding a knob midair to then turn it counter clockwise,"Hold the index finger, pointed up, up against the mouth",Open palm raised,Open palm moved slightly towards the camera,Open palm raised,Hold the index finger up,Press imaginary button so point with index finger towards the screen
P_098,"Open palm, facing down or facing up, moving up and down (repeat a few times)","Hold hand up to ear and open palm, facing down, moving down and up (repeat a few times) with the other hand",Imitate pulling a zipper across your lips to shut them,Unkwown,"Cross both open hands or arms, as to indicate a ""x""",Point with index and middle finger to own eyes and then make a thumb up with a single hand,Open palm raised,"Open palms, facing down, together and just above table and then move outwards"
P_099,"Move hand, with the back of the hand facing the camera, or facing down, from above the head to below the head","Open palm, facing down, or with back of hand facing camera, from breast level to above head",Cover the mouth with open palm,Cover the mouth with open palm or both hands to then move hand away,Normal side to side wave or normal open close hand wave - may be done with both hands,Normal side to side wave or normal open close hand wave - may be done with both hands,Open palm raised,"Cross both index fingers, as to indicate a ""x"""
P_100,Imitate pinching a vertical volume slider and then moving it up (can move down and repeat the movement),Imitate pinching a vertical volume slider and then moving it down (can move down and repeat the movement),Slightly open hand to  closing the hand to a fist,From fist open hand,Swipe from right to left with open palm or finger facing the camera,"Open palm, arm partially extended out and put so the palm faces down to arm slighgly put up",Hold the index finger up,Palm facing down and then lowering it
P_101,Palm facing upward or downward and then raising it,Palm facing down and then lowering it,All fingers except the thumb is placed up against each other then a pinch with the fingers and the thumb is done (or with index and thumb),"Move hand, with the back of the hand facing the camera, or facing down, from above the head to below the head",Swipe from right to left with open palm or finger facing the camera,Swipe from left to right with open palm or finger facing the camera,Open palm raised,Normal side to side wave or normal open close hand wave - may be done with both hands
