id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_028,"The user performs a sequence of gestures involving raising the right hand with the index finger extended upward, followed by touching the side of the face near the cheek with the same hand, and then returning to the upward-pointing index finger gesture","The user raises their right hand, extends the index finger upward while the other fingers remain curled, and moves the hand near the side of their head in a small circular motion","The user raises their right hand to touch the side of their head near the ear, then brings both hands up to cover the sides of their head near the ears, maintaining this position with minimal movement","The user performs a gesture sequence where the right hand moves upward to touch the side of the head with fingers curled, followed by extending the index and pinky fingers while the hand moves slightly away from the head","The user performs a single hand gesture involving the right hand moving in an upward and downward motion near the head, with fingers loosely extended and the hand oriented vertically","The user performs a sequence of gestures involving a rapid upward and downward arm motion with a closed fist, followed by a hand wave with fingers extended and palm facing outward","The user raises their right hand, extends the index finger upward while keeping the other fingers curled, and holds this position steadily","The user performs a single hand gesture where one arm moves diagonally across the body with the hand open and fingers extended, followed by a second gesture where the same hand transitions to a palm-up position with fingers slightly curled"
p_029,"The user performs a sequence of gestures involving the right hand moving upward with a closed fist and extended index finger, followed by a downward motion, and concludes with both hands coming together in a clasped position","The user performs a gesture with the right hand, initially moving upward with the index finger extended and other fingers curled, followed by a series of small, controlled circular motions in the air","The user performs a sequence of gestures starting with a waving motion using an open hand with fingers spread, followed by a transition to a fist with a circular motion","The user performs a forward-facing open hand gesture with fingers spread, transitions into a waving motion with the hand moving side to side, and concludes with a downward motion of the hand","The user performs a sequence of gestures involving a right-hand upward motion with fingers extended and palm facing outward, followed by a rapid side-to-side waving motion, and concludes with both hands clapping together","The user performs a sequence of gestures involving the right hand moving side-to-side with an open palm, followed by a crossing motion of the right hand over the left forearm, and concludes with both hands returning to a resting position","The user performs a gesture by raising their right hand with the index finger extended upwards, while the other fingers are curled into the palm, and the hand moves slightly up and down","The user raises their right hand with fingers extended and palm facing outward, moves it upward and downward in a waving motion, and then lowers it to rest on their left forearm"
p_030,"The user first raises their right hand with the index finger extended and touches the side of their head, then transitions to a thumbs-up gesture with the right hand, moving it slightly upward and outward, followed by a downward motion","The user first touches the side of their head with their fingers, then transitions to a thumbs-down gesture with the hand moving slightly up and down","The user performs a sequence of gestures: first, raising the right hand with the index finger extended and touching the side of the head near the temple, followed by opening the right hand with fingers spread and moving it slightly, then transitioning to a pinching gesture with the thumb and index finger held horizontally, and finally lowering the hand","The user performs a sequence of gestures starting with the right hand touching the side of the face with the index finger, followed by the hand moving forward with the palm facing downward and fingers extended, transitioning into a raised open hand with fingers spread, and ending with a downward waving motion","The user performs a sequence of gestures starting with a raised open hand facing outward near the face, followed by a two-handed gesture where one hand is flat and horizontal while the other moves above it in a circular motion","The user performs a sequence of gestures, starting with a single hand moving upward to touch the face, followed by both hands interacting in a horizontal clapping motion, transitioning into a waving motion with one hand while the other remains stationary, and concluding with a circular motion of both hands before returning to rest","The user performs a gesture sequence involving raising the right hand with the index finger extended upward, holding it steady, and then lowering the hand while clapping both hands together briefly",The user performs a clapping gesture with both hands moving towards and away from each other in front of the body
p_031,"The user performs a single hand gesture where the right hand moves forward with the index finger extended and pointing outward, while the other fingers remain curled","The user performs a single hand gesture where the right hand transitions from a relaxed position to an extended index finger pointing forward, with slight wrist movement, before returning to rest",,,"The user performs a single hand gesture by extending the index finger of the right hand while the other fingers remain curled, moving the hand slightly forward and upward, and then retracting it","The user raises their right hand, extends the index finger upward while the other fingers remain curled, and moves the hand slightly forward and downward before returning to a resting position","The user raises their right hand, extends the index finger upward while the other fingers remain curled, and holds this position steadily","The user performs a two-handed gesture with palms facing slightly upward, fingers spread and moving in small, alternating upward and downward motions"
p_032,"The user performs a sequence of gestures: first, the right hand moves to touch the side of the head, maintaining contact for several frames; then, the left hand raises with the index finger extended upward while the right hand remains on the head; finally, both hands return to a resting position","The user performs a sequence of gestures involving the right hand moving to touch the side of the head, followed by the left hand pointing upward with the index finger extended, and then both hands forming fists and moving downward simultaneously","The user raises their right hand with the index finger extended and touches the side of their face near the cheek, then lowers the hand back to the initial position","The user performs a sequence of gestures starting with both hands in fists near the face, transitioning to open palms with fingers spread and moving slightly outward, followed by clapping both hands together","The user raises their right hand with fingers extended and palm facing outward, moves it side to side in a waving motion, then transitions to placing the right hand on the top of their head and moves it downward across the head to the side","The user performs a sequence of gestures starting with the right hand moving diagonally upward across the body with fingers extended and palm facing outward, transitioning into a waving motion with the hand near the head, followed by a downward return to a resting position","The user raises their right hand with fingers extended and palm facing forward, holds it near the head, then lowers it back to a resting position","The user performs a single hand gesture where the right hand, with fingers spread and palm facing outward, moves upward and then oscillates side-to-side near the head"
p_033,"The user performs a sequence of gestures involving the right hand moving from a palm-up open position to a vertical wave-like motion, followed by a raised hand with fingers pinched together, and then returning to a vertical wave-like motion","The user performs a single hand gesture involving the right hand moving in an upward and downward motion with the palm facing downward, followed by returning to a resting position","The user performs a sequence of gestures involving the right hand moving in a vertical waving motion, transitioning to a raised open palm near the head in a saluting position, and then returning to a horizontal sweeping motion before resting","The user performs a sequence of gestures involving the right hand moving from a resting position to tapping the left shoulder, transitioning to a waving motion with the palm facing outward, and finally raising the hand above the head with the palm angled downward before returning to the initial position","The user initially rests their chin on a closed fist, transitions to clapping with both hands in a vertical orientation, and concludes with interlocked hands resting on the table","The user performs a sequence of gestures involving crossing arms with hands moving upward, clapping hands together multiple times, and then forming fists with a slight forward motion","The user performs a sequence of gestures starting with a fist moving vertically upward, transitioning to an extended index finger pointing upward, and then returning to a fist moving vertically downward","The user performs a sequence of gestures involving clapping hands together, followed by a motion resembling alternating fist pumps, and concludes with a gesture of adjusting or pulling on their jacket"
p_034,"The user performs two gestures in sequence: first, a repeated upward and downward motion of the right hand with fingers slightly spread and palm facing upward, followed by a stationary pose of the right hand near the head with fingers spread and palm facing outward","The user performs a sequence of gestures starting with a raised hand with fingers spread, transitioning to a waving motion, followed by a pinching gesture with the thumb and index finger, and ending with a pointing motion using the index finger","The user performs a gesture where the right hand moves upward to touch the face near the chin, followed by a gesture with the left hand forming an ""OK"" sign with the thumb and index finger touching, while the other fingers are extended","The user performs a sequence of gestures involving a raised right hand with fingers spread and slightly curved near the head, transitioning into a waving motion, followed by a pinching gesture with the thumb and index finger moving towards each other","The user performs a waving gesture with an open hand, palm facing outward, moving side to side, followed by bringing the hand closer to the face and lowering it","The user performs a sequence of gestures starting with a small circular motion of the right hand with fingers slightly curled, transitions to an open palm moving forward and covering part of the face, followed by a waving motion with the open hand, and ends with a pointing gesture using the index finger","The user raises their right hand, extends the index finger upward while the other fingers are curled, holds the position briefly, and then lowers the hand","The user performs a waving gesture with an open hand, followed by a pinching gesture with the thumb and index finger, and then transitions back to a waving gesture"
p_035,"The user performs a sequence of gestures starting with the right hand moving horizontally with the palm facing downward, transitioning to a raised position near the head with the palm facing outward, and concluding with a downward vertical motion near the torso","The user performs a waving gesture with the right hand, moving it side to side with fingers extended and palm facing outward, followed by a lowering motion of the hand to a horizontal position and then a downward movement","The user performs a waving gesture with the right hand, moving it side to side with fingers extended and palm facing outward, followed by a downward patting motion near the torso","The user performs a sequence of gestures starting with the right hand moving upward in a waving motion with fingers extended and palm facing outward, followed by a gradual lowering of the hand while closing the fingers into a loose fist","The user performs a sequence of two gestures: first, a right-hand wave-like motion with the palm facing outward, followed by the right hand covering the face with the palm facing inward","The user performs a sequence of gestures involving the right hand moving upward to touch the side of the head, transitioning to covering the face with an open palm, then moving the hand over the top of the head, and finally returning to a downward position","The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then lowers it back to the initial position","The user performs a sequence of hand gestures involving both hands moving upward with palms facing outward, fingers spread, followed by a downward motion with palms facing downward, and then returning to a neutral position"
p_036,"The user performs a gesture with the right hand involving an upward-pointing index finger, followed by a series of small, quick vertical movements of the hand","The user performs a repeated up-and-down motion with a closed fist, with the index finger extended and pointing upward","The user performs a sequence of gestures starting with one hand raised vertically near the head, followed by both hands moving together in a clapping motion, and then transitioning into a cupped hand position held in front of the body","The user performs a sequence of gestures involving the right hand moving upward with an open palm, the left hand held horizontally below, transitioning to both hands clapping together repeatedly","The user performs a sequence of gestures involving both hands moving upward with fingers spread, clapping together in front of the face, and then moving outward and upward repeatedly in a waving motion before returning to a resting position","The user performs a sequence of gestures starting with both hands raised and moving upward in a waving motion, transitioning to bringing the hands together in front of the face with palms touching, and ending with rapid small hand movements near the torso","The user raises their right hand with fingers extended and palm facing forward, then moves it side to side in a waving motion","The user performs a waving gesture with the right hand, moving it side-to-side near the head with fingers extended and palm facing outward"
p_037,"The user performs a sequence of gestures starting with the right hand raised near the head with fingers slightly spread and palm facing outward, transitioning into a small waving motion, followed by lowering both hands into a resting position","The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then lowers it back to the initial position","The user initially performs a forward motion with the right hand in a loose fist, then transitions to placing the right hand over the lower face with fingers extended and resting against the cheek and mouth","The user initially keeps their hands still, then raises one hand with fingers spread wide and palm facing forward, holding this position briefly before lowering it","The user performs a sequence of gestures starting with a forward motion of one hand, transitions to crossing both arms in an ""X"" shape in front of the chest with palms open and facing outward, and then returns to a resting position","The user initially performs a gesture with both hands mimicking a pinching motion with thumbs and index fingers, transitions into a double thumbs-up gesture with both thumbs extended upward, and concludes by bringing the hands together with fingers interlocked","The user raises their right hand with the index finger extended upward while the other fingers are curled, then transitions to extending both the index and middle fingers upward in a ""V"" shape","The user performs a sequence of gestures starting with a closed fist, transitioning to an open palm raised vertically, followed by a downward sweeping motion with the open hand, and ending with the hand returning to a resting position"
p_038,,,,The user performs a single hand gesture by raising their right hand into a fist and moving it slightly forward,"The user performs a gesture sequence where the right hand moves upward to touch the top of the head with fingers extended, followed by a downward sweeping motion in front of the body","The user raises their right hand with fingers extended and moves it briefly toward the head, making contact near the forehead, before lowering it back","The user raises their right hand with the index finger extended upward, performs a small circular motion, and then lowers the hand back to a resting position","The user raises their right hand, moves it diagonally upward toward the right side of their neck, and rests it briefly on the neck before lowering it"
p_039,"The user performs a sequence of gestures involving raising the right hand with fingers slightly bent, touching the side of the head, lowering the hand, and then raising it again with an open palm facing upward","The user raises their right hand with fingers slightly spread, moves it near the face in a circular motion, transitions to a head-touching gesture with the hand resting on the chin, and then lowers it back",,"The user performs a gesture with the right hand, where the index finger is extended and slightly curled while the thumb is raised, with the hand rotating slightly outward and then returning to a neutral position",,"The user performs a gesture where the right hand points with the index finger while the left hand forms a horizontal ""L"" shape, followed by a movement where the right index finger traces a downward motion along the left thumb","The user performs a gesture with the right hand, starting with fingers slightly curled and moving upward into an open palm with fingers spread, followed by a gradual return to a relaxed position","The user performs a sequence of gestures starting with the right hand moving upward with fingers slightly curled, transitioning to an open palm facing outward with fingers spread, followed by a waving motion, and ending with the hand lowering back down"
p_040,"The user performs a sequence of gestures with the right hand, starting with a small upward flicking motion, transitioning into a raised hand with a bent elbow and fingers extended upward, followed by a repetitive vertical waving motion, and ending with the hand returning downward","The user performs a sequence of gestures involving the right hand moving upward with a loose fist, followed by a slight wrist rotation and a pause with the hand raised","The user performs a repetitive upward and downward motion with a loosely closed right hand, transitioning into a downward sweeping motion with an open hand","The user performs a single hand gesture involving the right hand moving in a repetitive upward and downward motion near the face, with fingers loosely curled and the hand oriented vertically","The user performs a waving gesture with an open hand, palm facing forward, followed by a pointing gesture with the index finger extended upward, and concludes with a downward motion of the hand","The user performs a sequence of gestures starting with both hands clapping together, transitioning into upward and outward waving motions with open palms, and ending with the hands returning to a resting position","The user performs a sequence of gestures starting with a right-hand upward wave-like motion transitioning into a raised hand with fingers extended, followed by a pointing gesture with the index finger, and concluding with a downward wave-like motion","The user performs a single-handed gesture with the right hand, starting with an upward waving motion, transitioning into a downward sweeping motion, and ending with the hand extended forward and fingers splayed"
p_041,"The user raises their right hand with the index finger extended upward while the other fingers are curled, holds the position briefly, and then lowers the hand back down","The user performs a sequence of gestures starting with the right hand raised, index finger extended and moving upward, transitioning to a pinching motion with the thumb and index finger, and finally lowering the hand with fingers relaxed","The user raises their right hand with the index finger extended upward while the other fingers are curled, then transitions to bringing the hand closer to the face with a slight curling of the index finger, and finally lowers the hand back to a neutral position","The user raises their right hand with fingers slightly spread, moves it to touch the side of their head near the ear, holds it there briefly, then lowers it back to a neutral position","The user performs a sequence of gestures involving raising the right hand with fingers slightly curled, moving it near the face, followed by both hands covering the face with palms open, and then lowering the hands back down","The user performs a sequence of gestures starting with both hands moving upward with fingers slightly curled, transitioning to forming a heart shape with both hands near the face, and then returning to a neutral position","The user first raises their right hand with the index finger extended upward while the other fingers are curled, then transitions to lowering the hand with the fingers relaxed and pointing downward","The user brings both hands together in front of their chest, palms facing each other with fingers interlocked, and holds this position without further movement"
p_042,"The user performs a single hand gesture with the right hand, starting palm up and fingers relaxed, then moving upward with fingers slightly spread and ending with a subtle downward motion","The user performs a single-handed gesture with the right hand, starting with an upward palm and fingers slightly spread, transitioning into a waving motion, followed by a gradual lowering of the hand with the palm facing downward","The user performs a sequence of hand gestures involving the right hand moving upward with fingers slightly curled, transitioning to a hovering motion with the palm facing downward, followed by a pointing gesture with the index finger extended",,"The user performs a sequence of gestures including raising the right hand with fingers slightly curled, touching the face with the index finger, pointing forward with the index finger, and waving the right hand in an outward motion",,"The user raises their right hand, extends the index finger while the other fingers are curled, touches the side of their face near the cheek, then moves the hand away from the face while gradually opening the fingers into a loose, open palm gesture","The user performs a single hand gesture with the right hand, starting with an upward palm-facing motion, transitioning into a waving motion with fingers slightly curled, and ending with the hand returning to a resting position"
p_043,"The user performs a sequence of gestures involving a closed fist transitioning to an extended index finger pointing upward, followed by alternating between pointing forward and upward with the index finger","The user alternates between pointing with the right index finger and the left index finger, with both hands occasionally raised simultaneously, maintaining a consistent orientation and minimal movement","The user places their right hand under their chin with the index finger extended along the jawline and the thumb resting below the chin, maintaining this pose without significant movement",,"The user performs a sequence of gestures starting with a forward motion of the right hand with fingers extended and palm facing downward, transitioning to raising the hand to cover the face with the palm outward, and then lowering the hand back to the initial position","The user performs a single hand gesture where the right hand, with fingers extended and close together, moves upward in front of the face in a vertical orientation, pauses briefly, and then moves downward to return to a lower position","The user first points with their right index finger near their face, then raises the hand with fingers spread and palm facing outward, and finally transitions to a downward motion with a closed fist","The user places their right hand with the index finger extended and touching the area near their lips, while the other fingers are curled inward"
p_044,"The user performs a sequence of gestures involving the right hand moving upward with an open palm and fingers slightly spread, transitioning to a raised position with a slight wrist rotation, followed by a two-finger upward motion, and concluding with the hand returning to rest","The user performs a gesture with the right hand, initially raising it with the index finger extended upward, then transitioning to a flat hand with the palm facing downward, moving slightly above head level, and finally returning the hand to rest","The user performs a gesture where the right hand moves upward with the index finger extended, briefly touches the face near the mouth, and then returns to the initial position","The user raises their right hand, points upward with the index finger while the other fingers are curled, briefly touches their face with the same hand, and then returns to pointing upward before lowering the hand","The user performs a sequence of gestures involving raising the right hand with the index finger extended upward, transitioning to pointing forward with the same finger, followed by an open palm raised in front of the face, and concluding with a downward fist motion","The user performs a sequence of gestures involving pointing with the index finger upward, transitioning into a thumbs-up gesture, and then returning the hands to a resting position","The user performs a gesture with the right hand raised, pinching the thumb and index finger together while the other fingers are curled, followed by lowering the hand and returning to a resting position","The user performs a sequence of gestures, starting with both hands forming a thumbs-up gesture, transitioning to open palms facing forward, then moving to a pinching motion with both hands, and finally returning to a resting position"
p_045,"The user raises their right hand with fingers extended and palm facing forward, holds it stationary, and then moves it downward in a quick motion","The user raises their right hand with fingers extended and palm facing forward, then transitions to a waving motion by moving the hand side to side, followed by lowering the hand into a fist and performing a small downward motion","The user raises one hand, moves it toward their face, briefly covers their mouth with the palm, and then lowers the hand","The user raises their right hand to their mouth with fingers slightly curled, then moves the hand outward in a sweeping motion with fingers extended","The user performs a gesture where the hand moves upward to cover the face with fingers spread, followed by a downward motion away from the face","The user performs a sequence of gestures involving raising one hand to touch their forehead, covering their face with the same hand, and then moving the hand away in a waving motion","The user performs a single hand gesture by raising their right hand with fingers spread, palm facing forward, and moving it side to side in a waving motion","The user performs a waving gesture with an open hand, fingers spread, moving side to side, followed by lowering the hand"
p_046,"The user performs a single hand gesture involving the right hand moving outward with fingers spread, followed by a brief wave-like motion, and then transitions to holding the hand upright with fingers slightly curled before returning to rest",The user performs a single hand gesture where the right hand moves upward with fingers slightly spread and then returns downward,"The user performs a two-handed gesture where one hand is held horizontally with the palm facing down, while the other hand moves back and forth above it in a horizontal motion","The user performs a single hand gesture involving the right hand moving upward with fingers spread, followed by a side-to-side waving motion","The user performs a waving gesture with an open hand, followed by a forward extension of the palm, and concludes with a fist motion directed towards the chest","The user raises their right hand with fingers spread apart, palm facing forward, and holds it steady in front of their face","The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then lowers it back to a resting position","The user performs a waving gesture with the right hand, characterized by an open palm facing forward and side-to-side wrist movement"
p_047,"The user raises their right hand with fingers extended and palm facing outward, holds it steady, then lowers it while transitioning into clasping both hands together","The user performs a sequence of gestures where the right hand moves upward with fingers slightly curved, touches the forehead, transitions to a horizontal position above the head, and then returns downward to rest","The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then lowers it back to a resting position","The user raises their right hand with fingers spread, transitions to a pinching gesture with the thumb and index finger near the face, and then lowers the hand","The user raises their right hand with fingers spread and palm facing forward, then transitions to a pinching gesture with the thumb and index finger near the face","The user performs a sequence of gestures involving both hands raised with fingers spread and moving slightly outward, transitioning to hands forming small circular shapes with thumbs and index fingers, and finally lowering the hands","The user raises their right hand with fingers extended and palm facing forward, holds it steady, then transitions to lowering the hand back to a neutral position","The user first raises their right hand with fingers extended and slightly curved, moving it upward and forward, then transitions to crossing both hands in front of their face with fingers extended and palms facing outward, maintaining this crossed position briefly before lowering their hands"
p_048,"The user performs a sequence of gestures involving the right hand moving upward to touch the side of the head with fingers slightly spread, followed by a downward motion and a repeated upward movement, and then transitions to a gesture where the hand is raised near the face with fingers forming a loose ""C"" shape","The user performs a sequence of gestures involving the right hand moving upward to touch the face with a closed fist, followed by the index finger extended vertically near the lips, while the left hand remains stationary on the table","The user performs a sequence of gestures involving rapid clapping motions with both hands, followed by bringing both hands to the sides of the head with fingers spread and lightly touching the head, and then returning to clapping motions","The user performs a sequence of gestures starting with rapid vertical hand movements with interlocked fingers, transitions to both hands raised near the head with fingers pinched, and concludes with outward circular motions of both hands","The user performs a sequence of gestures where the right hand moves upward to cover the face with the palm, followed by a downward motion returning to the table","The user performs a sequence of gestures involving the right hand moving rapidly upward to touch the side of the head, followed by a continuous upward motion above the head with an open palm, and then returning to a resting position","The user performs a single hand gesture by raising their right hand vertically with fingers extended and palm facing forward, followed by lowering it back to the initial position","The user performs a sequence of gestures involving the right hand moving upward to touch the chest area, followed by a sweeping motion across the chest, and then transitioning to a raised position near the head with the palm facing outward, before returning to a resting position"
p_049,"The user raises their right hand with fingers slightly spread, palm facing outward, and moves it to touch the side of their head near the ear, maintaining this position briefly before lowering it","The user raises their right hand to touch the side of their head, then moves their left hand forward with fingers extended and palm facing outward, before returning the right hand to the side of their head","The user raises their right hand, extends the index finger while curling the other fingers, and brings it close to their face, pointing upward near the mouth or chin","The user raises their right hand with fingers extended and palm facing outward, moves it toward the side of their head, briefly touches the ear area, and then lowers the hand","The user performs a gesture where both hands move upward and cross at the wrists with fingers extended and palms facing outward, forming an ""X"" shape in front of the face","The user performs a gesture sequence where both hands move forward with palms facing each other, then rapidly shake side-to-side near the face, followed by an outward spreading motion with palms facing outward","The user raises one hand with fingers extended and close together, palm facing forward, and then lowers it","The user performs a waving gesture with an open hand, fingers extended and slightly spread, moving side to side near the face"
p_050,"The user performs a single hand gesture with the right hand, starting with an upward-facing palm and fingers slightly spread, transitioning to a downward-facing palm with a slight forward motion","The user performs a waving gesture with an open hand followed by a pointing gesture using an extended index finger, alternating between the two gestures multiple times","The user performs a sequence of gestures starting with the right hand forming a ""C"" shape near the face, followed by both hands forming ""OK"" gestures with thumb and index fingers touching, and concludes with a lowering motion of the hands","The user performs a gesture with the right hand, palm facing upward, fingers partially curled, and then moves the hand slightly upward and outward in a fluid motion","The user performs a two-handed gesture where the right hand, with fingers extended and palm facing outward, moves diagonally downward while the left hand, with fingers extended and palm facing inward, moves upward to meet the right hand, followed by both hands retracting downward","The user performs a gesture sequence starting with both hands clasping together and moving apart into an open-palm position facing forward, followed by a waving motion with the right hand while the left hand remains stationary","The user performs a two-finger ""V"" gesture with the right hand, transitions to raising the index finger while lowering the middle finger, and then returns the hand to a resting position","The user performs a waving gesture with the right hand, moving it side to side with fingers extended and palm facing outward"
p_051,"The user performs a sequence of gestures involving the right hand moving upward with fingers forming a loose claw shape near the face, transitioning to a pointing gesture with the index finger extended, and then returning to a relaxed position","The user performs a sequence of gestures involving the right hand moving upward with the index finger extended, transitioning to a pinching motion with the thumb and index finger, and then returning to a downward movement","The user raises their right hand with fingers slightly bent, moves it toward their face, places the palm over their mouth, holds it there briefly, and then lowers the hand back to the initial position","The user raises their right hand with fingers slightly bent, moves it upward and toward their face, touches their mouth with the fingertips, and then lowers the hand back to the initial position","The user performs a waving gesture with the right hand, moving it side to side with fingers extended and palm facing outward","The user performs a waving gesture with the right hand, moving it side-to-side with fingers extended and palm facing outward, followed by a crossing motion of the right hand over the left forearm","The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then lowers it back down","The user performs a sequence of gestures starting with the right hand making a fist and moving upward, transitioning to a downward tapping motion with the right hand, and ending with both hands clasped together"
p_052,"The user alternates between extending an open palm upward with fingers relaxed and performing a rapid vertical waving motion with the other hand near the face, followed by returning to a resting position","The user performs a sequence of gestures starting with a hand wave, moving the hand upward with fingers extended, followed by a hand placed near the head with fingers slightly bent, and then transitioning to a horizontal hand wave","The user raises their right hand to touch their face with the index finger extended vertically near the lips, then lowers the hand back to a resting position","The user raises their right hand, moves it towards their head, and places their fingers near or on their ear, maintaining this position","The user first performs a one-handed gesture with the right hand, palm facing left, moving up and down, followed by a second gesture where the right hand touches the face, covering the forehead and sliding downward","The user performs a sequence of gestures involving raising the right hand to touch the side of the head, sliding it over the forehead, and then moving it outward in a waving motion","The user raises their right hand with fingers spread, palm facing outward, and performs a brief waving motion before returning to a resting position","The user performs a single hand gesture where the right hand moves upward with fingers extended and slightly spread, followed by a downward motion returning to a resting position"
p_053,"The user performs a gesture where the right hand moves upward near the head, with fingers spread and palm facing outward, followed by a stationary pose with the hand near the ear","The user performs a sequence of gestures involving rapid vertical hand movements with both hands open and fingers extended, followed by the left hand pointing downward with the index finger while the right hand touches the side of the head, and concludes with clapping motions","The user performs a sequence of gestures involving both hands moving upward with rapid, repetitive motions, followed by the left hand pointing downward while the right hand touches the side of the face near the mouth","The user performs a sequence of gestures where the right hand moves to cover the mouth with fingers extended, followed by a waving motion with the same hand, palm facing outward","The user performs a sequence of gestures involving clasped hands moving up and down, both hands forming thumbs-up gestures moving upward, one hand pointing while the other moves to cover the face, and finally clapping hands together","The user performs a sequence of gestures involving clasped hands moving in a circular motion, both thumbs pointing upward with fists raised, and a single thumb-up gesture with the other hand pointing forward","The user initially performs no gesture, then raises their right hand with the index finger extended upward, followed by a downward motion and a return to a resting position","The user performs a sequence of gestures starting with hands pressed together in front of the chest, transitioning to upward-facing palms with fingers spread and moving side to side, followed by a clapping motion, and ending with hands returning to a resting position"
p_054,"The user performs a waving motion with the right hand, followed by raising the right index finger vertically while the other fingers are curled, and then returns to a waving motion","The user performs a single hand gesture by raising their right hand with fingers extended and palm facing forward, followed by a gradual lowering of the hand while maintaining the same orientation","The user performs a sequence of gestures involving the right hand moving upward to touch the mouth with fingers extended and then moving away, followed by a downward motion","The user performs a sequence of gestures involving a right-hand upward motion to the chest, transitioning to covering the mouth with the fingers, followed by a waving motion with the right hand, and ending with the hand returning to a resting position","The user performs a sequence of gestures starting with a right-hand wave with fingers extended and palm facing forward, followed by a downward sweeping motion of the right hand, and concludes with the right arm crossing over the chest while the left hand remains stationary","The user performs a sequence of gestures involving the right hand moving horizontally across the body, followed by a vertical upward motion with the arm extended and fingers straight, and concludes with a rapid waving motion of the hand","The user performs a waving gesture with the right hand, palm facing forward, followed by a rapid circular motion of the same hand near the chest","The user performs a sequence of gestures involving both hands moving upward with fingers spread, followed by rapid vertical oscillations, and concludes with hands brought together in a clasping motion"
p_055,"The user performs a repeated upward and downward motion with a closed right fist, maintaining a bent elbow","The user performs a single hand gesture with the right hand raised vertically, palm facing outward, followed by a downward waving motion, and transitions into a series of smaller, rapid circular movements with the same hand","The user performs a gesture with their right hand, moving a loosely closed fist upward toward their face, briefly touching the side of their head, and then lowering it back down","The user performs a sequence of gestures involving the right hand moving upward with a closed fist near the face, followed by a slight rotational motion of the wrist, and then lowering the hand","The user performs a sequence of gestures starting with the right hand moving upward and waving, followed by the right hand covering the face with fingers spread, and then returning to a downward waving motion","The user performs a sequence of gestures, starting with an open hand moving upward toward the face, covering the face with the palm, and then transitioning to a waving motion with the hand raised and fingers extended","The user raises their right hand with fingers spread, palm facing outward, and performs a waving motion by moving the hand side to side","The user performs a single hand gesture with the right hand, characterized by an open palm facing outward, fingers spread, and a repetitive side-to-side waving motion"
p_056,"The user raises their right hand with the index finger extended upward, holding it steady before lowering it back down","The user performs a repeated up-and-down motion with a closed fist, followed by a pointing gesture with the index finger extended downward","The user raises their right hand with the index finger extended vertically, touching the lips, then lowers the hand back down","The user raises their right hand, extends the index finger vertically while the other fingers are curled, positions it in front of their face near the mouth, and then lowers the hand back down","The user performs a single hand gesture involving a forward motion with an open hand, palm facing outward, followed by a side-to-side waving motion","The user performs a single hand gesture involving a rapid horizontal waving motion with an open hand, fingers extended, and palm facing outward","The user raises their right hand with fingers extended and palm facing outward, then transitions to a downward motion with a closed fist","The user performs a gesture sequence involving both hands moving upward with crossed wrists, fingers extended and pointing, followed by a series of dynamic hand movements while maintaining the crossed position, and then returning to a neutral state"
p_057,"The user performs a gesture where the right hand moves upward with a bent index finger pointing forward, briefly touches the area near the mouth, and then returns to a resting position","The user raises their right hand with the index finger extended and briefly touches their face near the mouth, then transitions to a fist gesture near the chin before returning to a resting position","The user performs a gesture with the right hand, raising it to head level with the index finger and thumb forming a circle while the other fingers are extended, holding this pose briefly before lowering the hand",The user raises their right hand with the index finger extended and touches the side of their face near the temple before returning to a resting position,"The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then lowers it back to the initial position","The user performs a sequence of gestures, starting with a right-hand upward motion transitioning into an open palm facing forward, followed by a pointing gesture with the right index finger, and ending with both hands returning to a neutral position","The user raises their right hand, extends the index finger upward while the other fingers are curled, holds the pose briefly, and then lowers the hand back to a resting position","The user performs a waving gesture with the right hand, followed by a motion where the right hand touches the left shoulder"
p_058,"The user performs a single hand gesture involving an upward arm movement with the palm open and fingers extended, followed by a downward waving motion","The user performs a single hand gesture involving a closed fist moving upward, transitioning into an open hand with fingers extended and palm facing downward, followed by a downward motion","The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then lowers it back down","The user raises one hand with fingers extended and together, palm facing forward, and performs a brief waving motion","The user performs a gesture sequence where both hands, with fingers extended and palms facing forward, move upward and then remain stationary in front of the face, followed by a transition to a rapid downward motion with closed fists","The user performs a gesture by bringing both hands together with fingers spread and palms facing outward, then moves them apart and back together in a clapping motion","The user raises their right hand vertically with fingers extended and palm facing forward, holds the position briefly, then transitions to a downward motion with a slight curling of the fingers","The user performs an upward waving motion with both hands, followed by clapping their hands together in front of their face"
