id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_024,"The user performed a sequence of gestures including a brief open hand with fingers slightly bent, transitioning into a downward curling motion of the fingers, followed by a gradual upward curling motion, and ending with a fully extended hand with fingers slightly spread","The user performs a sequence of gestures: an open hand with slightly bent fingers, followed by a pinch-like gesture with the thumb and index finger moving closer, transitioning into a closed fist-like pose, and finally ending with a gradual upward extension of the fingers while maintaining a curved hand shape","The user transitions from no gesture to a left-hand pose with fingers extended and slightly curled, followed by a right-hand gesture with fingers progressively curling into a fist-like shape, and finally a right-hand gesture with fingers extended and slightly spread","The user transitions from no gesture to a sequence of gestures involving a partially open hand with fingers slightly bent, progressing to a closed fist, and then to a fully open hand with extended fingers, before returning to no gesture","The user performs a sequence of gestures: a right-hand open palm with fingers slightly bent transitioning into a closed fist, followed by a right-hand open palm with fingers extended, and finally a right-hand open palm with fingers spread wide","The user performs a pinching gesture with the right hand, transitions to a pointing gesture with the left hand, and then sequentially forms a fist-like gesture with the right hand, followed by a waving motion",,"The user performs a sequence of gestures, including a closed fist transitioning to a pointing gesture, followed by a pinching motion, and ending with a relaxed open hand"
p_025,"The user performs a pinching gesture with the right hand, transitions to a pointing gesture, and later performs a grasping gesture with the right hand","The user performs a pinching gesture with the right hand in Image 4, transitions to a pointing gesture in Image 7, and then performs a closed fist gesture in Images 9 through 12","The user briefly performed a gesture with the right hand where the fingers were slightly curled inward, resembling a loose fist, before returning to no gesture","The user briefly performed a gesture with the right hand where the fingers were slightly curled inward, resembling a loose fist, before returning to no gesture","The user performs a sequence of gestures: starting with no gesture, transitioning into a gradual closing of the fingers into a fist-like pose, followed by a progressive pointing or downward extension of the fingers, and finally transitioning into a fully extended hand with fingers spread wide before returning to no gesture","The user performed a sequence of gestures: a right-hand open palm transitioning into a gradual closing motion resembling a fist, followed by a resting phase, and then a brief right-hand open palm gesture with fingers slightly curled inward, transitioning into a relaxed hand position","The user transitions from a partially open hand with slightly bent fingers to a gradually closing hand, ending with a fist-like pose before returning to no gesture","The user performs a gradual closing motion of the right hand, transitioning from an open hand to a fist-like pose, and then returns to a resting position"
p_026,"The user performed a pinching gesture with the right hand in the middle of the sequence, followed by a pointing gesture, and later transitioned into a grasping motion before returning to no gesture","The user performs a sequence of gestures starting with a right-hand open palm facing forward, transitioning into a gradual curling of the fingers into a loose fist, and then returning to an open palm with fingers spread wide","The user performs a sequence of gestures: a pinching motion with the right hand, followed by a left-hand open palm with slightly curled fingers, then a right-hand open palm with fingers spread, transitioning into a right-hand closed fist, and finally a right-hand pointing gesture","The user performed a pinching gesture with the right hand, followed by a left-hand open palm gesture, then a right-hand pointing gesture, and finally a right-hand grasping gesture","The user performs a sequence of gestures, starting with a pinching motion transitioning into a fist-like pose, followed by a series of gradual finger extensions and flexions, culminating in a relaxed hand pose","The user initially performs no gesture, then transitions to a right-hand ""fist"" gesture with fingers curled inward and thumb resting over the fingers, followed by a ""pointing"" gesture with the index finger extended and other fingers curled, and finally returns to no gesture","The user performs a sequence of gestures: a pinching motion with the thumb and index finger, transitioning into a gradual upward extension of the fingers, followed by a brief resting phase, then a closed fist gesture, and finally a wide-open hand with extended fingers","The user briefly performed a gesture with the right hand where the fingers were extended and slightly spread, with the hand oriented forward and slightly upward, before returning to no gesture"
p_027,"The user transitions from a neutral hand position to a sequence of gestures involving a gradual closing of the fingers into a fist-like pose, followed by a progressive opening of the fingers, and finally returns to a neutral hand position","The user performs a sequence of gestures starting with a closed hand transitioning into a pointing gesture, followed by a gradual hand opening with fingers spreading, and ending with a fully open hand","The user transitions from no gesture to a right-hand gesture with fingers slightly bent and moving upward, followed by a gradual extension of the fingers into a more open hand pose, and then returns to no gesture","The user performs a pinching gesture with the right hand, transitions to a closed hand with fingers slightly curled, and then returns to a relaxed hand position","The user performs a sequence of gestures involving a gradual transition from a relaxed hand to a closed fist, followed by various hand poses with extended fingers, including pinching and spreading motions, and concludes with a return to a relaxed hand","The user performs a sequence of gestures including a right-hand open palm transitioning to a pinching motion, a left-hand open palm transitioning to a pointing gesture, and a right-hand open palm transitioning to a fist, interspersed with moments of no gesture","The user performs a gesture where the fingers progressively curl inward, transitioning from an open hand to a closed fist-like pose, and then returns to a relaxed open hand before ceasing gestures","The user transitions from a flat hand with fingers slightly bent to a gradual curling of the fingers into a fist-like pose, followed by an extension of the fingers into a more open hand position, and finally ceases performing gestures"
p_028,"The user briefly performed a gesture with the right hand, characterized by a partially open hand with fingers slightly curled and oriented forward, before returning to no gesture",,"The user performs a brief pinching gesture with the right hand, characterized by the thumb and index finger moving closer together, followed by a relaxed hand pose with fingers slightly bent, and then returns to no gesture",,,"The user performs a pinching gesture with the right hand in Image 4, transitions to a pointing gesture with the right hand in Images 12-16, and concludes with a left-hand open palm gesture in Image 17",,
p_029,"The user performed a sequence of gestures: a pinching motion with the thumb and index finger followed by a gradual opening of the hand, transitioning into a pointing gesture with the index finger extended, and finally a relaxed hand with fingers slightly curled","The user performs a pinching gesture with the right hand in Image 2, transitions into a gradual upward movement with the fingers progressively curling inward from Image 4 to Image 22, and then returns to a resting position in Image 23","The user initially performed a ""thumbs up"" gesture with the right hand, transitioned into a ""fist"" gesture, and then concluded with a ""pointing"" gesture using the left hand","The user performs a sequence of gestures starting with a right-hand open palm with fingers spread, transitioning to a right-hand closed fist, followed by a gradual extension of fingers into a partially open hand, and ending with no gesture","The user performs a pinching gesture with the left hand in frames 5-6, transitions to a pointing gesture with the left hand in frames 15-19, and does not perform any gesture in the remaining frames","The user performs a sequence of gestures starting with a right-hand open palm, transitioning to a left-hand open palm, followed by a gradual left-hand fist clench, then a left-hand pointing gesture, and finally a left-hand open palm again","The user performs a gradual transition from a closed hand with fingers slightly bent to an open hand with fingers spread apart, followed by returning to a resting position","The user performs a gradual transition of the left hand from an open hand with extended fingers to a closed fist, followed by a brief appearance of the right hand in a similar transition from an open hand to a closed fist"
p_030,"The user performs a sequence of gestures starting with a closed hand transitioning into a gradual opening of the fingers, followed by a pinching motion, and ending with a relaxed hand before returning to no gesture",The user transitions from a pinching gesture with the thumb and index finger moving closer together in the first sequence to a pointing gesture with the index finger extended and other fingers curled in the second sequence,"The user performs a pinching gesture with the right hand, transitions to a pointing gesture, and then relaxes the hand","The user performs a sequence of gestures starting with a right-hand open palm transitioning into a gradual curling of the fingers into a fist, followed by a left-hand open palm gesture, and then returning to a right-hand open palm before no gestures are performed","The user performs a pinching gesture with the right hand, transitions to a left-hand pinching gesture, and then alternates between right and left-hand pinching gestures before returning to no gesture","The user performs a pinching gesture with the right hand in Image 3, transitions to a flat hand with fingers spread in Image 5, and then moves to a slightly curved hand with fingers pointing downward in Image 7","The user transitions from no gesture to a right-hand pose with fingers extended and slightly curled, moving progressively upward and outward, followed by a return to no gesture","The user performs a brief right-hand open-palm gesture in Image 4, followed by a left-hand open-palm gesture in Image 6 that transitions into a more extended and slightly curved finger pose in Image 8, with no gestures in the remaining frames"
p_031,,"The user briefly performs a gesture with the right hand resembling a partially open hand with slightly curled fingers in Image 4, followed by a gesture in Image 8 where the right hand transitions to a more closed position with fingers curling inward, before returning to no gesture",,,"The user performs a right-hand gesture resembling a closed fist, followed by a left-hand gesture resembling a pointing motion with the index finger extended, and then returns to no gesture",,,"The user performs a right-hand pinching gesture followed by a left-hand pinching gesture, then transitions to a right-hand pinching gesture with slight movement, and finally relaxes their hands"
p_032,,,"The user briefly performs a gesture with the left hand involving a partially open hand with fingers slightly curled and oriented downward, followed by a transition to a more closed hand with fingers curling inward, before returning to no gesture","The user performed a sequence of gestures including a right-hand pinch-like motion, a left-hand open hand with fingers slightly curled transitioning to a more closed fist-like pose, a right-hand open hand with fingers spread, and a final right-hand open hand with fingers slightly curled",,"The user briefly performed a gesture with the left hand, characterized by a slightly curved hand pose with fingers partially flexed and oriented downward, before returning to no gesture","The user briefly performs a left-hand gesture with fingers extended and slightly curled downward, followed by a right-hand gesture with a similar pose, before returning to no gesture",
p_033,"The user performs a sequence of gestures including a left-hand open palm with fingers slightly curled, transitioning to a right-hand open palm with fingers extended, followed by a left-hand closed fist, a right-hand pointing gesture, and ending with a left-hand open palm with fingers slightly curled","The user performs a sequence of gestures including a brief right-hand open palm with fingers slightly curled, transitioning to a right-hand closed fist, followed by a left-hand open palm with fingers extended, and concluding with a right-hand open palm with fingers slightly spread","The user performs a sequence of gestures including a closed fist, a pointing gesture with the index finger extended, a pinching motion, and a relaxed open hand, with transitions between these gestures involving finger flexion and extension, and varying hand orientations","The user transitions through a sequence of gestures, starting with a closed hand with fingers slightly bent, moving to a gradual extension of fingers with a spread hand, followed by a series of hand movements involving finger flexion and extension, and ending with a relaxed hand posture","The user transitions through a sequence of gestures, including a neutral hand pose, a pinching motion, a pointing gesture, a closed fist, and various hand orientations with extended fingers, ending with a relaxed hand pose","The user performs a sequence of gestures including a closed fist with slight finger flexion, a pinching motion with thumb and index finger, a two-handed open palm with fingers spread, a left-hand pointing gesture, a right-hand pointing gesture, and concludes with a relaxed open palm on both hands","The user alternates between gestures involving a left-hand open palm, a right-hand open palm with fingers spread, and a right-hand closed fist, transitioning to a right-hand pointing gesture with extended index finger, followed by a gradual upward movement of the right hand with fingers curled inward","The user performs a sequence of gestures involving both hands, including open hand poses with extended fingers, pinching or gripping motions, and dynamic transitions between these gestures, with notable variations in finger flexion, hand orientation, and spatial positioning"
p_034,"The user performs no gesture initially, then transitions into a ""thumbs up"" gesture with the right hand, followed by a ""fist"" gesture, and concludes with a ""pointing"" gesture using the right index finger","The user performed a sequence of gestures, starting with no gestures, transitioning into a right-hand pose with fingers slightly bent and spread, followed by a gradual progression to a closed fist-like gesture, and ending with no gestures","The user performs a single gesture characterized by a brief open hand with fingers slightly spread, followed by a sequence of gradual finger curling and hand contraction","The user performed a sequence of gestures including a right-hand open palm with fingers spread, transitioning into a right-hand closed fist, followed by a right-hand pointing gesture, and ending with a right-hand open palm with fingers spread again","The user performs no gesture initially, then transitions to a ""pointing"" gesture with the right hand (index finger extended, other fingers curled) in frames 12-13, followed by a ""fist"" gesture with the right hand (fingers curled tightly) in frames 16-19, transitions to a ""claw-like"" gesture with both hands (fingers spread and slightly bent) in frames 20-26, and finally relaxes the right hand into a ""neutral open hand"" gesture (fingers extended and slightly apart) in frames 27-31 before returning to no gesture","The user initially performs a ""thumbs up"" gesture with the right hand, transitions into a ""pointing"" gesture with the index finger extended, and concludes with a ""fist"" gesture before returning to a resting position","The user transitions from a closed fist gesture to an open hand gesture with fingers spread, followed by a gradual return to a closed fist gesture","The user performs a sequence of gestures starting with a right-hand open palm with fingers spread, transitioning into a gradual curling of the fingers into a loose fist, and then returning to an open palm with fingers slightly bent before the hand becomes inactive"
p_035,"The user transitions from no gesture to a sequence of gestures, including a closed hand with fingers curled inward, a gradual upward movement of the hand with fingers slightly extended, and a return to a relaxed hand position before ending with no gesture","The user transitions from a closed hand with fingers slightly bent to a gradual extension of the fingers, forming a flat hand, followed by a sequence of upward movements with the hand progressively opening and fingers spreading, and finally returning to a resting position","The user performs a pinching gesture with the right hand in Image 2, transitions to a pointing gesture in Images 4-6, moves to a grasping or claw-like gesture in Image 7, and concludes with a flat hand gesture in Images 9-11","The user transitions from no gesture to a gradual upward movement of the right hand with fingers progressively straightening and extending, culminating in a fully extended hand before returning to no gesture","The user performed a sequence of gestures: a ""thumbs up"" gesture in Image 3, followed by a ""pointing"" gesture in Images 5-13, transitioning into a ""fist"" gesture in Images 14-15, and concluding with an ""open hand"" gesture in Images 17-18","The user performs a gradual upward movement of the hand with fingers transitioning from a relaxed state to a more extended and spread position, followed by a return to a relaxed state","The user performs a sequence of gestures starting with a left-hand open palm, transitioning into a left-hand pointing gesture with the index finger extended and other fingers curled, followed by a left-hand closed fist, and ending with a left-hand open palm again","The user transitions from no gesture to a left-hand open palm with fingers slightly bent, then to both hands forming a ""claw-like"" shape with fingers curled inward, followed by both hands in a pinching motion, and finally to a left-hand open palm with fingers slightly bent again"
p_036,"The user performs a pinching gesture with the right hand in Images 3 and 4, transitions to a relaxed open hand in Image 8, and then performs a left-hand pinching gesture in Image 9","The user briefly performs a pinching gesture with the right hand in Image 2, followed by a sequence of right-hand gestures resembling a closed or semi-closed hand with slight variations in finger positions and orientation in Images 8, 10, and 12","The user transitions from a right-hand open gesture with fingers slightly curled, to a gradual closing of the right hand into a fist, followed by a left-hand open gesture with fingers progressively curling into a fist, and finally an upward extension of the left hand with fingers slightly spread before returning to a resting position","The user initially performed no gesture, then transitioned to a left-hand ""thumbs up"" gesture, followed by a left-hand ""fist"" gesture, and concluded with no gesture","The user performs a sequence of gestures: initially, a right-hand open palm transitions into a right-hand pointing gesture, followed by a left-hand open palm, then a right-hand fist, and finally a right-hand open palm with fingers slightly curled","The user transitions from a flat hand with fingers extended and slightly spread to a gradual curling of the fingers into a fist-like pose, followed by a resting phase, and later performs a similar sequence with both hands, ending with a left-hand upward motion and a right-hand fist-like pose","The user performs a gesture where the fingers progressively curl inward, transitioning from an open hand to a closed fist, and then returns to a resting position","The user briefly performs a pinching gesture with the right hand in Image 7 and a pointing gesture with the right hand in Image 12, with no gestures in the remaining frames"
p_037,"The user performs a sequence of gestures including a closed fist, a relaxed open hand, and a pointing gesture, with transitions between these poses, interspersed with moments of no gesture","The user transitions from an open hand with fingers slightly bent to a closed fist, then to a pointing gesture with the index finger extended, and finally to a relaxed open hand","The user transitions from a neutral hand pose to a sequence of gestures characterized by a gradual extension and separation of fingers, followed by a progressive curling of fingers into a fist-like shape, and finally returns to a neutral resting position","The user performs a ""thumbs up"" gesture with the left hand in Image 3, transitions to a ""pointing"" gesture with the right hand in Images 11-44, and concludes with a ""neutral open hand"" gesture in Image 46","The user performed a sequence of gestures starting with no gesture, transitioning to a right-hand open palm with fingers slightly bent, followed by a left-hand open palm with fingers spread, then a left-hand closed fist, and ending with no gesture","The user initially performs a gesture with both hands where the fingers are extended and slightly curved, transitioning into a sequence of dynamic movements involving finger flexion and extension, followed by a gradual relaxation of the hands, and finally no discernible gestures are performed","The user transitions from no gesture to a sequence of gestures involving a right-hand open palm with fingers extended and gradually curling inward, followed by a right-hand closed fist, and finally a left-hand open palm with fingers extended","The user performs a sequence of gestures starting with a right-hand open palm transitioning into a pointing gesture, followed by a gradual closing of the hand into a fist, and then a left-hand open palm gesture, with resting positions in between"
p_038,,,,"The user briefly performs a gesture with the right hand where the fingers are slightly curled inward, and the hand is oriented with the palm facing downward, before returning to no gesture","The user performs a pinching gesture with the right hand, transitions to a two-handed open-palm gesture with fingers spread, and later performs a pointing gesture with the right hand",,"The user performs a pinching gesture with the right hand, characterized by the thumb and index finger moving closer together, followed by a release","The user briefly performs a static hand pose with fingers slightly spread and relaxed, followed by no discernible gestures"
p_039,"The user performed a pinching gesture with the right hand in Image 3, a pointing gesture with the right hand in Image 17, a closed fist gesture with the right hand in Images 20-22, a left-hand pinching gesture in Images 23-24, a left-hand closed fist gesture in Image 28, a right-hand pinching gesture in Images 32-34, and a right-hand closed fist gesture in Images 35, 37, and 39","The user performs a sequence of gestures, including a closed fist transitioning to an open hand with fingers spread, followed by a pinching motion, and then a series of dynamic hand movements involving finger flexion and extension, before returning to a resting position",,"The user briefly performs a gesture with the left hand where the fingers are extended and slightly curved, with the hand oriented upward and moving slightly forward before returning to no gesture",,"The user performs a sequence of gestures, starting with a gradual upward curling of the fingers into a fist-like shape, transitioning into a relaxed open hand with fingers slightly spread, and later forming a pinching gesture with the left hand, followed by a similar pinching gesture with the right hand, before returning to no gesture","The user performs a pinching gesture with the right hand, transitions to a pointing gesture with the index finger extended, and concludes with a gradual upward movement of the hand while maintaining a slightly open palm","The user performs no gesture in the first seven frames, then transitions into a right-hand ""thumbs up"" gesture (frames 8–14), followed by a right-hand ""pointing"" gesture with the index finger extended (frames 16–25), and finally a right-hand ""fist"" gesture (frame 27)"
p_040,"The user performs a left-hand open relaxed pose, transitions to a right-hand pointing gesture with the index finger extended and other fingers curled, followed by a right-hand closed fist gesture, then a right-hand open relaxed pose, and finally a right-hand open palm facing forward","The user initially performs a gradual upward movement of the hand with fingers slightly curled, transitioning into a fully open hand with fingers spread apart, followed by a resting phase, and later performs a sequence of finger flexion and extension with a slight downward orientation before returning to rest","The user performs a gesture with the right hand in Image 1 characterized by a relaxed hand with slightly bent fingers, followed by no gestures in Images 2–7, then a gesture in Image 8 with the right hand featuring extended fingers and a slightly upward orientation, no gestures in Images 9–22, a left-hand gesture in Image 23 with fingers bent inward and a downward orientation, a right-hand gesture in Image 24 with slightly curled fingers and a forward orientation, no gestures in Images 25–28, a right-hand gesture in Image 29 with extended fingers and a forward orientation, no gestures in Images 30–34, and finally, gestures in Images 35–36 with the right hand featuring bent fingers and a downward orientation","The user performs a sequence of gestures including a closed fist, a pointing gesture with the index finger extended, a pinching motion, and a relaxed open hand, interspersed with moments of no gesture","The user performed a pinching gesture with the right hand in Image 2, followed by a sequence of gradual finger curling and hand lowering gestures from Images 4 to 9, transitioning into a relaxed hand pose in Image 12, and finally a left-hand open gesture in Image 19 and a right-hand open gesture in Image 20","The user performs a sequence of gestures: a right-hand open relaxed pose in Image 1, no gestures in Images 2–9, a right-hand pointing gesture in Image 10, no gestures in Images 11–14, a right-hand thumbs-up gesture in Image 15, a left-hand open relaxed pose transitioning to a left-hand pointing gesture in Images 16–23, no gestures in Images 24–29, and a left-hand open relaxed pose in Image 30","The user performs a sequence of gestures: a closed fist transitioning to an open hand with fingers extended, followed by a pointing gesture, and finally a relaxed hand with fingers slightly curled","The user transitions from no gesture to a gradual progression of a right-hand pose with fingers increasingly extended and spread apart, maintaining a consistent upward orientation"
p_041,"The user transitions from a closed hand with fingers slightly bent to a gradual upward extension of the fingers, followed by a progressive upward movement of the hand with fingers fully extended, and finally returns to a resting position","The user transitions from a neutral hand pose to a sequence of gestures involving a gradual closing of the fingers into a fist-like shape, followed by an extension of the fingers into a relaxed open hand, and finally returns to a neutral position","The user transitions from no gesture to a gradual closing of the right hand into a fist-like pose, followed by a progressive upward movement of the fist, and then returns to no gesture","The user performs no gesture initially, then briefly forms a partially open hand with fingers slightly curled and relaxed (Images 9-10), transitions to a similar relaxed hand pose with minor adjustments (Image 17), and finally forms a more pronounced open hand with fingers spread and slightly curved (Image 19)","The user performs a sequence of gestures, starting with a left-hand upward motion with fingers gradually extending, transitioning to a right-hand upward motion with fingers progressively curling, followed by both hands moving upward with fingers extending, and ending with a right-hand upward motion with fingers fully extended","The user performed a sequence of gestures: a right-hand open palm transitioning into a right-hand closed fist, followed by a left-hand open palm transitioning into a left-hand closed fist, and finally a right-hand upward motion with fingers gradually curling into a fist","The user performed a pinching gesture with the right hand, followed by a gradual transition into a closed fist gesture",
p_042,"The user initially performs a left-hand gesture with fingers extended and slightly curved, transitions to a right-hand gesture with fingers progressively curling inward, and concludes with a fist-like pose before returning to no gesture","The user transitions from no gesture to a right-hand open palm with fingers slightly bent, then to a right-hand closed fist, followed by a gradual extension of fingers into a right-hand open palm, and finally to a left-hand open palm with fingers slightly bent","The user performs no gesture initially, then transitions to a pinching motion with the thumb and index finger, followed by a gradual opening of the hand with extended fingers, and finally returns to a relaxed hand pose",,The user performs no gestures in the sequence,,"The user performs a sequence of gestures, starting with a brief open hand gesture, transitioning into a pinching motion, followed by a series of gradual hand closures and re-openings, and ending with a relaxed open hand","The user performed a sequence of gestures starting with a left-hand open palm, transitioning to a right-hand open palm with fingers gradually curling into a fist, followed by a left-hand open palm, and ending with a right-hand open palm moving upward and curling into a fist"
p_043,"The user performs a pinching motion with the right hand in frames 6-7, transitions to a pointing-like gesture in frame 9, and later exhibits a grasping or curling motion in frames 16 and 19, with no gestures in the remaining frames","The user briefly performs a pinching gesture with the right hand in Image 3, transitions to a pointing gesture in Image 15, and then performs a closed fist gesture in Image 16",,,"The user performs a sequence of gestures involving a right-hand open palm with fingers slightly bent transitioning into a left-hand open palm with fingers spread, followed by a right-hand open palm with fingers spread, and finally a right-hand closed fist","The user transitions from a neutral hand pose to a gradual upward movement of the hand with fingers slightly curled, followed by a progressive extension of the fingers into a more open hand pose, and then returns to a neutral resting position","The user performs a sequence of gestures starting with a gradual transition from a relaxed hand to a closed fist, followed by a brief resting phase, and then transitions into a pointing-like gesture with the index finger extended while other fingers are curled, before returning to a resting phase","The user performs a subtle hand gesture characterized by slight curling and flexing of the fingers, with minimal movement and consistent hand orientation"
p_044,"The user transitions from a neutral hand pose to a sequence of gestures involving both hands, including finger flexion and extension, with the left hand showing consistent finger splay and curling movements, while the right hand exhibits dynamic changes in orientation and finger positioning, culminating in a final neutral pose","The user performs a sequence of gestures involving both hands, including a left-hand open palm with fingers slightly bent, a right-hand open palm with fingers extended and slightly spread, and transitions to various poses such as pinching, pointing, and flexing fingers, with notable movements like curling, spreading, and closing fingers","The user transitions from a right-hand open relaxed pose to a left-hand open relaxed pose, then performs a right-hand closed fist gesture, followed by a left-hand open relaxed pose with slight finger curling, and concludes with a left-hand open relaxed pose with minimal movement","The user transitions from a neutral hand pose to a sequence of gestures involving the left hand forming a slightly curved shape with fingers extended and spaced, while the right hand moves through various configurations, including fingers flexing and extending, with notable changes in orientation and spacing, before returning to a neutral pose","The user transitions from a neutral hand pose to a sequence of gestures involving the left hand with fingers progressively flexing and extending, while the right hand occasionally exhibits movements with fingers flexed and extended, suggesting dynamic and coordinated hand motions","The user transitions through a sequence of gestures, including a right-hand open palm, a left-hand open palm with slight finger curling, a left-hand pointing gesture, a left-hand closed fist, and a right-hand relaxed open palm","The user transitions from a relaxed hand pose to a sequence of gestures involving the left hand with fingers progressively curling inward, forming a fist-like shape, while the right hand remains mostly stationary with slight adjustments in finger positions","The user transitions through a sequence of gestures, including a neutral hand pose, a pinching motion, a two-handed open palm gesture, a left-hand pointing gesture, a right-hand pointing gesture, and concludes with a relaxed hand pose"
p_045,"The user performs a brief open hand gesture with fingers slightly bent in Image 3, followed by a sequence of a pointing-like gesture with an extended index finger and other fingers curled in Images 7–12","The user briefly performed a right-hand gesture with fingers extended and slightly curved, followed by a left-hand gesture with a similar pose, before returning to no gesture",,"The user briefly performed a gesture with the right hand where the fingers were slightly curled inward, resembling a loose fist, before returning to no gesture","The user briefly performed a gesture with the right hand characterized by a closed fist with slightly curled fingers and minimal movement, before returning to no gesture","The user performs a pinching gesture with the right hand in Image 6, followed by a pointing gesture with the right hand in Image 10","The user performs a left-hand gesture resembling a gradual closing of the fingers into a fist-like pose, followed by a right-hand gesture that transitions from an open hand to a partially closed hand, and then returns to a resting position","The user performs no gesture initially, then makes a ""thumbs up"" gesture with the left hand, transitions to a ""closed fist"" gesture with the right hand, and finally performs a ""pointing"" gesture with the right hand before returning to no gesture"
p_046,"The user performs a brief open hand gesture with fingers spread in Image 4, transitions to a pinching motion with the thumb and index finger in Images 7 and 8, and does not perform any gesture in the remaining frames","The user performs a brief right-hand gesture with fingers slightly bent and oriented downward, followed by a left-hand gesture with fingers extended and angled downward","The user performs a pinching gesture with the right hand in Image 5, transitions to a closed hand with fingers curled inward from Images 7 to 13, and does not perform any gesture in the other frames","The user performs a right-hand gesture characterized by a gradual upward curling of the fingers into a loose fist, followed by a return to a neutral position","The user performs a sequence of gestures involving a gradual transition from a relaxed hand with slightly bent fingers to a more extended and spread-out hand pose, followed by a return to a relaxed hand position","The user transitions from no gesture to a gradual upward curling of the fingers into a closed fist-like pose, followed by a slow release back to a relaxed hand position","The user performs a gradual transition from a relaxed hand pose to a gesture where the fingers progressively curl inward, resembling a loose fist, and then returns to a relaxed hand pose","The user performs a single gesture characterized by a right-hand pose with fingers extended and slightly curved, transitioning from a relaxed open hand in Image 6 to a more pronounced inward curl of the fingers in Image 11, before returning to no gesture"
p_047,"The user transitions from no gesture to a gradual closing of the right hand into a fist-like pose, followed by a pointing gesture with the index finger extended, and finally a thumbs-up gesture","The user transitions from no gesture to a sequence of gestures involving a gradual closing of the fingers into a fist-like pose, followed by a series of hand movements where the fingers are progressively bent and curled, and finally, the hand opens slightly with extended fingers before returning to a resting position","The user performs a brief right-hand open palm gesture, transitions to a left-hand open palm gesture, then moves to a right-hand closed fist gesture, followed by a left-hand closed fist gesture, and finally transitions to a left-hand open palm gesture again","The user performs a gradual downward curling motion of the fingers, transitioning from an open hand to a loosely closed fist","The user initially performs a gesture with slightly curled fingers and a relaxed hand, then transitions to no gesture, and finally performs a gesture with fingers pointing downward and progressively curling further","The user performs a sequence of gestures, starting with a left-hand open palm gesture transitioning into a right-hand open palm gesture, followed by both hands gradually forming a pinching motion, then transitioning into a simultaneous left-hand downward pointing gesture and right-hand open palm gesture, and finally ending with a left-hand upward pointing gesture","The user transitions from a relaxed hand pose to a gradual closing of the fingers into a fist-like gesture, followed by a return to a relaxed hand pose","The user performs a sequence of gestures involving a left-hand open palm transitioning to a right-hand open palm, followed by a right-hand closed fist, and then a right-hand open palm again, with no gestures in the remaining frames"
p_048,"The user transitions from a relaxed hand pose to a sequence of gestures involving the left hand with fingers progressively flexing and extending, forming various configurations, including pinching, spreading, and curling motions, while the right hand remains mostly static or performs subtle movements, with occasional flexion and extension of fingers","The user transitions through a sequence of gestures, including a left-hand open palm with fingers slightly bent, a right-hand open palm with fingers spread, a right-hand closed fist, and a right-hand pointing gesture, with some intermediate variations and movements between these poses","The user performs a sequence of gestures including a left-hand open palm with fingers slightly bent, transitioning to a right-hand open palm with fingers spread, followed by a left-hand pointing gesture, a right-hand closed fist, and ending with a left-hand open palm with fingers slightly bent","The user performs a sequence of gestures including a closed hand with fingers slightly bent, transitioning to a pointing gesture with the right hand, followed by a two-handed gesture with both hands open and fingers spread, and concluding with a series of right-hand open gestures with varying finger positions","The user transitions from a left-hand gesture with fingers extended and slightly spread, gradually curling the fingers inward over time, while the right hand performs a series of gestures involving finger flexion and extension, before both hands return to a resting position","The user performs a sequence of gestures involving a left-hand open pose transitioning to a relaxed state, followed by a right-hand open pose with slight finger flexion, then a right-hand closed fist gesture, and finally a left-hand open pose with varying finger extensions","The user performs no gestures initially, then transitions to a right-hand open palm gesture with fingers slightly spread, followed by a two-handed gesture with the left hand forming a closed fist and the right hand maintaining an open palm, then transitions to a right-hand closed fist gesture, and finally returns to no gestures","The user performs a left-hand gesture with fingers slightly bent and relaxed in Image 1, followed by no gestures in Images 2–8, a right-hand gesture with fingers extended and slightly spread in Image 9, no gestures in Images 10–16, simultaneous left and right-hand gestures with fingers extended and slightly curved in Image 17, a similar simultaneous gesture with slight adjustments in Image 18, a right-hand gesture with fingers extended and curved in Image 19, no gestures in Image 20, a left-hand gesture with fingers extended and curved in Image 21, and no gestures in Image 22"
p_049,"The user briefly performs a gesture with the right hand where the fingers are extended and slightly curled, with the hand oriented downward and moving slightly inward, before returning to no gesture",,,,,,,
p_050,"The user performs a gradual pinching motion with the right hand, characterized by the fingers moving closer together and then returning to a relaxed position","The user performs a pinching gesture with the right hand in Image 2, transitions to a pointing gesture in Images 6-7, moves to a grasping gesture in Image 8, and returns to a pointing gesture in Image 13, with no gestures in the other frames","The user performs a left-hand gesture resembling a ""fist"" in Image 5, transitions to a left-hand ""pointing"" gesture in Image 6, and then switches to a right-hand ""open hand with fingers spread"" gesture from Image 7 to Image 11","The user briefly performed a gesture with the right hand where the fingers were partially curled inward, resembling a loose fist, before returning to no gesture","The user transitions from a closed hand with slightly bent fingers to a resting position, then performs a gesture with fingers extended and slightly spread, followed by a gradual curling of the fingers into a fist-like pose, and finally returns to a resting position","The user transitions from no gesture to a right-hand gesture with fingers extended and slightly spread, gradually moving into a more closed and curved finger position, and finally returns to no gesture","The user transitions from a partially open hand with extended fingers to a gradually closing hand, culminating in a fully closed fist","The user transitions from a left-hand gesture with fingers extended and slightly curled inward, moving upward, to a right-hand gesture with fingers extended and slightly curled inward, moving upward, before returning to no gesture"
