id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_043,"One hand, index finger, extended and facing up, raised upwards repeatedly + One hand, index finger, extended and facing forward, pointing forward repeatedly","Two hands, index fingers, pointing upwards and forwards, stationary + two hands, index fingers, pointing forwards and downwards, stationary","One hand, index finger and thumb fingers curved and facing inwards, touching the chin, stationary",No gestures performed,"One hand, palm open and facing outward, moving upwards repeatedly + One hand, palm open and facing outward, stationary in front of the face","One hand, palm open and facing down, moving leftwards repeatedly","One hand, index finger extended and facing forward, touching the side of the face near the cheek, stationary + One hand, all fingers open and facing forward, raised upwards, stationary","One hand, index finger and thumb fingers pinch facing in, touching face stationary"
p_044,"One hand, all fingers open and facing up, moving upwards repeatedly","One hand, index finger extended and facing upwards, moving upwards repeatedly + One hand, palm open and facing downwards, held stationary above head","One hand, index finger extended and facing forward, pointing upwards repeatedly + One hand, all fingers closed and facing inwards, touching the face stationary","One hand, index finger extended and facing up, raised upwards once + One hand, index finger extended and facing up, pointing repeatedly upwards","One hand, index finger extended and facing forward, pointing forward repeatedly + One hand, palm open and facing outward, raised and stationary","One hand, index finger extended and facing forward, pointing upwards repeatedly + One hand, thumb finger extended and facing up, raised upwards stationary","One hand, index and thumb fingers pinched and facing forward, raised upwards once + One hand, palm open and facing down, moving downwards once","Two hands, all fingers closed and thumbs extended upwards, raised upwards and held stationary + Two hands, all fingers open and palms facing forward, raised upwards and held stationary"
p_045,"One hand, palm open and facing forward, raised upwards, stationary","One hand, all fingers open and facing forward, raised upwards once + One hand, all fingers closed and facing down, moving downwards once","One hand, all fingers closed, facing in, touching the mouth, stationary","One hand, all fingers closed, facing in, touching the mouth, stationary + One hand, all fingers open, facing left, moving leftwards, once","One hand, all fingers open and facing forward, moving upwards repeatedly + One hand, all fingers open and facing inward, touching the face stationary","One hand, all fingers open and facing forward, moving repeatedly leftwards","One hand, all fingers open and facing forward, waving leftwards repeatedly","One hand, all fingers open and facing forward, waving repeatedly"
p_046,"One hand, all fingers open and facing up, waving leftwards and rightwards, repeatedly","One hand, all fingers curved and facing up, moving upwards and downwards repeatedly","One hand, all fingers open and palm facing down, moving repeatedly leftwards and rightwards","One hand, all fingers open and facing left, moving upwards and downwards repeatedly","One hand, all fingers open and facing forward, waving repeatedly + One hand, all fingers closed into a fist, moving downwards once","One hand, all fingers open and facing forward, moving upwards once + One hand, all fingers open and facing forward, stationary","One hand, all fingers open and facing forward, raised stationary","One hand, all fingers open and facing forward, waving repeatedly leftwards and rightwards"
p_047,"One hand, all fingers open and facing forward, raised upwards once + One hand, all fingers open and facing forward, moving downwards once","One hand, palm open and facing down, moving upwards repeatedly + One hand, palm open and facing down, moving downwards repeatedly","One hand, all fingers open and facing forward, raised upwards, stationary","One hand, all fingers open and facing forward, raised upwards once + One hand, index finger extended and facing forward, pointing upwards once","One hand, all fingers open and facing forward, raised upwards once + One hand, index and thumb fingers pinched and facing forward, raised towards the face once","Two hands, all fingers open and facing forward, spreading apart repeatedly + Two hands, index and thumb fingers forming a circle and facing each other, moving together once","One hand, all fingers open and facing forward, raised upwards once","One hand, index finger extended forward, moving upwards once + Two hands, all fingers open and palms facing each other, crossing and stationary"
p_048,"One hand, all fingers curved and facing inwards, touching the side of the head repeatedly + One hand, all fingers curved and facing inwards, stationary near the side of the head","One hand, index finger, extended and facing upwards, stationary + One hand, all fingers, closed and facing inwards, moving repeatedly upwards and downwards","Two hands, all fingers open and facing each other, clapping repeatedly + Two hands, all fingers open and touching the sides of the head, stationary","Two hands, all fingers closed, moving upwards repeatedly + Two hands, all fingers open, moving outwards repeatedly","One hand, palm open and facing inwards, moving upwards towards the forehead once + One hand, palm open and facing inwards, covering the forehead stationary","One hand, palm open and facing in, moving repeatedly towards the side of the head + One hand, palm open and facing out, moving repeatedly upwards","One hand, all fingers open and facing forward, raised upwards once","One hand, all fingers open and facing down, moving repeatedly upwards and downwards"
p_049,"One hand, all fingers open and curved, facing left, touching the side of the head, stationary","One hand, all fingers open and facing inwards, touching the side of the head, stationary","One hand, index finger extended and facing upwards, touching the face near the mouth, stationary","One hand, all fingers open and facing left, moving towards the ear repeatedly","Two hands, all fingers open and extended, facing forward, crossing and holding together in front of the face, stationary","Two hands, all fingers open and facing each other, clapping repeatedly + Two hands, all fingers open and facing outwards, spreading apart once","One hand, all fingers open and facing forward, raised upwards, once","One hand, all fingers open and facing forward, waving leftwards and rightwards repeatedly"
p_050,"One hand, all fingers open and facing up, raised upwards and stationary","One hand, all fingers open and facing forward, waving repeatedly + One hand, index finger extended and facing forward, pointing repeatedly","One hand, all fingers curved inwards and facing forward, moving towards the face once + Two hands, index and thumb fingers forming a circle and facing each other, held stationary","One hand, all fingers open and facing up, moving upwards repeatedly","Two hands, palms open and facing forward, moving slightly apart and together repeatedly + Two hands, palms open and facing forward, moving downwards repeatedly","Two hands, all fingers open and facing forward, spreading apart repeatedly + Two hands, all fingers open and facing forward, stationary","One hand, index and middle fingers extended and facing forward, raised upwards once + One hand, index finger extended and facing forward, raised upwards stationary","One hand, all fingers open and facing left, waving leftwards and rightwards repeatedly"
p_051,"One hand, all fingers curved and facing forward, moving upwards repeatedly + One hand, index finger extended and facing forward, pointing upwards repeatedly","One hand, index finger extended and facing forward, pointing upwards repeatedly","One hand, all fingers open and facing inwards, moving towards and touching the face near the mouth, once + One hand, all fingers open and facing inwards, stationary while touching the face near the mouth, stationary","One hand, all fingers open and facing left, moving upwards repeatedly + One hand, all fingers open and facing in, touching the mouth stationary","One hand, all fingers open and facing left, moving leftwards repeatedly","One hand, open palm facing left, waving leftwards repeatedly","One hand, all fingers open and facing forward, raised upwards repeatedly + One hand, all fingers open and facing forward, moving downwards once","One hand, all fingers closed and facing up, shaking repeatedly + One hand, all fingers closed and facing down, tapping repeatedly"
p_052,"One hand, palm open and facing up, moving upwards repeatedly","One hand, all fingers open and facing forward, moving upwards repeatedly","One hand, index finger extended and facing upward, touching the lips, stationary","One hand, all fingers curved inwards, moving upwards towards the ear, once + One hand, all fingers curved inwards, stationary touching the ear, stationary","One hand, all fingers open and facing up, moving upwards repeatedly + One hand, all fingers open and facing in, touching the face stationary","One hand, all fingers open and facing inwards, touching the side of the head repeatedly + One hand, all fingers open and facing outwards, moving leftwards repeatedly","One hand, all fingers open and facing forward, moving upwards repeatedly","One hand, all fingers open and facing forward, moving upwards repeatedly"
p_053,"One hand, all fingers open and facing left, moving repeatedly towards the ear + One hand, all fingers open and facing left, stationary near the ear","Two hands, all fingers open and facing each other, moving repeatedly upwards and downwards; Two hands, palms open and facing each other, clapping repeatedly","Two hands, all fingers closed and facing each other, moving repeatedly upwards and downwards + one hand, index finger extended and pointing downwards, moving repeatedly downwards","One hand, all fingers open and facing inwards, touching the mouth, stationary + One hand, all fingers open and facing upwards, moving outwards repeatedly","Two hands, all fingers closed and facing each other, shaking repeatedly together + Two hands, thumbs extended and facing up, raised upwards repeatedly","Two hands, all fingers closed, moving upwards repeatedly + Two hands, thumbs extended upwards, stationary","One hand, index finger, pointing upwards, raised upwards, once + One hand, all fingers, open and facing down, moving downwards, once","Two hands, all fingers open and facing forward, raised repeatedly + Two hands, all fingers open and facing forward, clapping repeatedly"
p_054,"One hand, all fingers open and facing forward, waving leftwards repeatedly + One hand, index finger extended and facing up, raised upwards stationary","One hand, all fingers open and facing forward, waving repeatedly","One hand, all fingers open and facing in, touching the mouth repeatedly + One hand, all fingers open and facing in, moving away from the mouth once","One hand, all fingers open and facing inwards, touching the mouth repeatedly + One hand, all fingers open and facing forward, waving repeatedly","One hand, all fingers open and facing forward, waving repeatedly + One hand, all fingers closed and arm crossing the chest, stationary","One hand, all fingers open and facing down, moving leftwards repeatedly + One hand, all fingers open and facing left, moving upwards once","One hand, all fingers open and facing forward, raised upwards repeatedly + One hand, all fingers closed into a fist, moving downwards repeatedly","Two hands, all fingers open and facing forward, moving upwards repeatedly + Two hands, all fingers closed and facing each other, moving inwards repeatedly"
p_055,"One hand, all fingers closed, palm facing inwards, moving upwards and downwards repeatedly","One hand, palm open and facing forward, moving repeatedly upwards and downwards","One hand, all fingers closed, palm facing in, moving upwards repeatedly + One hand, all fingers closed, palm facing in, touching the side of the face once","One hand, all fingers closed, moving upwards repeatedly","One hand, all fingers open and facing left, moving upwards repeatedly + One hand, all fingers open and facing in, touching the face stationary","One hand, all fingers open and facing up, moving upwards repeatedly + One hand, all fingers open and facing up, waving leftwards repeatedly","One hand, all fingers open and facing forward, waving repeatedly","One hand, all fingers open and facing forward, waving repeatedly leftwards and rightwards"
p_056,"One hand, index finger extended and facing up, pointing upwards repeatedly","One hand, all fingers closed, facing down, moving repeatedly downwards","One hand, index finger extended and facing forward, touching the lips, stationary","One hand, index finger extended and facing forward, touching the mouth stationary","One hand, all fingers open and facing forward, moving rightwards repeatedly","One hand, all fingers open and facing left, moving leftwards repeatedly","One hand, all fingers open and facing forward, waving repeatedly upwards + One hand, all fingers closed into a fist, moving repeatedly downwards","Two hands, all fingers open and facing forward, moving upwards repeatedly + Two hands, all fingers open and facing forward, crossing and uncrossing repeatedly"
p_057,"One hand, index finger extended and facing down, moving repeatedly downwards","One hand, index finger extended and facing upwards, pointing upwards repeatedly","One hand, index and thumb fingers pinched and facing forward, raised and held near the face, stationary","One hand, index finger extended and facing forward, touching the face near the mouth, once","One hand, all fingers open and facing forward, raising upwards once","One hand, all fingers open and facing forward, raising upwards once + One hand, index finger extended and facing forward, pointing upwards once","One hand, index finger extended and facing up, raised upwards once","One hand, all fingers open and facing left, waving leftwards repeatedly + One hand, all fingers closed and facing inwards, touching the opposite shoulder once"
p_058,"One hand, all fingers open and facing down, moving upwards repeatedly","One hand, all fingers open and palm facing down, moving downwards repeatedly","One hand, all fingers open and facing forward, raised stationary + One hand, all fingers open and facing down, moving downwards once","One hand, all fingers open and facing forward, moving leftwards repeatedly","Two hands, all fingers open and facing forward, moving upwards repeatedly","Two hands, all fingers open and facing forward, moving together repeatedly","One hand, all fingers open and facing forward, raised upwards once + One hand, all fingers open and facing forward, moving downwards once","Two hands, all fingers open and facing forward, moving upwards and downwards repeatedly + Two hands, palms together and facing inward, clapping repeatedly"
p_059,"One hand, index and thumb fingers pinched and facing upwards, moving upwards and downwards repeatedly","One hand, index and thumb fingers pinched and facing forward, moving repeatedly upwards and downwards","One hand, all fingers open and facing forward, moving upwards and downwards repeatedly","One hand, all fingers open and facing forward, moving upwards and downwards repeatedly","One hand, all fingers open and facing forward, moving upwards and downwards repeatedly","One hand, all fingers open and facing up, moving upwards repeatedly + One hand, index and thumb fingers pinched and facing up, moving slightly repeatedly","One hand, index finger extended and facing upwards, raised upwards repeatedly + One hand, index finger extended and facing upwards, stationary","One hand, all fingers open and facing forward, moving upwards and downwards repeatedly + One hand, index finger extended and facing upward, held stationary"
p_060,"One hand, all fingers open and facing up, moving upwards repeatedly","One hand, all fingers open and facing forward, moving upwards repeatedly","One hand, all fingers open and facing forward, raised upwards once + One hand, index and thumb fingers pinched and facing forward, moving repeatedly","One hand, index and thumb fingers pinched and facing forward, moving upwards once + One hand, all fingers open and facing forward, stationary","Two hands, all fingers open and facing each other, clapping repeatedly + Two hands, all fingers closed into fists, rotating inwards repeatedly","Two hands, all fingers open and curved, facing each other, moving upwards repeatedly + Two hands, all fingers open and curved, facing each other, clapping together repeatedly","One hand, index finger extended and facing upwards, raised and stationary","Two hands, palms open and facing each other, clapping repeatedly"
p_061,"One hand, index finger extended and facing upwards, pointing upwards once + One hand, index finger extended and facing upwards, pointing upwards stationary","One hand, index finger extended and facing upwards, touching the side of the head, stationary + One hand, index finger extended and facing downwards, pointing downwards, stationary","One hand, index finger extended and facing upwards, pointing upwards once + One hand, all fingers open and facing inwards, covering the face stationary","One hand, all fingers open and facing inwards, touching the face, stationary + One hand, all fingers open and facing outwards, raised upwards, stationary","One hand, all fingers open and facing forward, raising upwards once + One hand, all fingers open and facing down, moving downwards once","One hand, all fingers open and facing forward, moving upwards repeatedly + One hand, all fingers open and facing forward, moving downwards once","One hand, index finger extended and facing upwards, raised upwards once + One hand, index finger extended and facing upwards, held stationary","One hand, all fingers open and facing forward, waving leftwards repeatedly"
p_062,"One hand, index finger extended and facing upwards, raised upwards once + One hand, hand closed and facing upwards, moving downwards once","One hand, index finger extended and facing up, moving upwards repeatedly + One hand, index finger extended and facing down, moving downwards repeatedly","One hand, all fingers open and facing forward, waving leftwards and rightwards repeatedly + One hand, all fingers open and facing forward, stationary","One hand, all fingers open and facing forward, waving repeatedly leftwards and rightwards","Two hands, palms open and facing down, moving together inwards repeatedly + Two hands, all fingers open and forming a triangle, raised and stationary + Two hands, palms open and facing forward, raised and stationary + Two hands, index and thumb fingers pinched, moving downwards repeatedly","Two hands, all fingers open and facing up, moving upwards repeatedly + Two hands, palms touching and facing inwards, clapping repeatedly","One hand, all fingers open and facing forward, raised upwards repeatedly","One hand, all fingers open and facing forward, raised and stationary + One hand, index and thumb fingers pinched and facing forward, moving downwards once"
p_063,"One hand, all fingers open and facing forward, moving upwards repeatedly","One hand, index and thumb fingers pinched and facing forward, moving slightly upwards and downwards repeatedly","One hand, all fingers open and slightly curved, facing forward, moving upwards and downwards repeatedly","One hand, all fingers open and facing forward, moving upwards and downwards repeatedly","One hand, all fingers open and facing forward, waving leftwards and rightwards repeatedly","One hand, all fingers open and facing forward, moving leftwards and rightwards repeatedly","One hand, all fingers open and facing forward, raised upwards, stationary","Two hands, all fingers open and facing each other, clapping repeatedly + Two hands, all fingers together and palms facing each other, held stationary"
p_064,"One hand, all fingers curved and facing up, moving upwards repeatedly","One hand, all fingers open and palm facing left, raised upwards repeatedly","One hand, all fingers open and facing forward, moving upwards and downwards repeatedly","One hand, index and thumb fingers pinched and facing forward, holding stationary + One hand, all fingers open and facing forward, spreading stationary","One hand, all fingers open and facing forward, raised stationary","One hand, all fingers open and facing forward, raised and held stationary + One hand, all fingers closed and facing forward, raised and held stationary","One hand, index finger extended and facing up, raised upwards and held stationary","One hand, all fingers open and facing forward, moving upwards and downwards repeatedly"
p_065,"One hand, all fingers open and facing forward, moving upwards once + One hand, all fingers open and facing left, stationary","One hand, palm open and facing down, moving repeatedly leftwards and rightwards + Two hands, palms open and facing each other, moving repeatedly apart and together","One hand, index finger extended and facing forward, touching the lips in a stationary position + One hand, all fingers open and facing inward, moving downwards once","One hand, index finger extended and facing forward, moving towards the mouth and touching it, once + One hand, all fingers open and facing forward, raised and held stationary","Two hands, palms open and facing each other, moving upwards repeatedly + Two hands, palms open and facing inwards, covering the face stationary","Two hands, all fingers curved inwards and touching, raised towards the face, stationary + Two hands, all fingers open and spread, raised upwards in front of the face, stationary","One hand, all fingers open and facing forward, waving leftwards repeatedly + One hand, all fingers open and facing forward, stationary","One hand, palm open and facing out, waving leftwards and rightwards repeatedly"
p_066,"One hand, all fingers open and facing forward, moving upwards once + One hand, all fingers open and facing forward, touching the side of the head repeatedly","One hand, palm open and facing down, moving downwards repeatedly","One hand, index finger, extended and facing upwards, touching the face near the mouth, stationary + One hand, index finger, extended and facing upwards, raised away from the face, stationary","One hand, all fingers open and facing forward, moving upwards repeatedly","One hand, all fingers open and facing forward, raised upwards once","One hand, all fingers open and facing up, waving leftwards and rightwards repeatedly","One hand, all fingers open and facing left, moving upwards and downwards repeatedly","One hand, all fingers open and facing left, waving repeatedly leftwards and rightwards + One hand, palm open and facing down, resting stationary on the opposite forearm"
p_067,"One hand, palm open and facing down, moving upwards repeatedly + One hand, index finger extended and facing down, moving downwards repeatedly","One hand, all fingers open and facing down, moving upwards repeatedly","One hand, all fingers open and curved, palm facing left, raised upwards repeatedly","One hand, closed hand with thumb extended upwards, raised upwards repeatedly + One hand, open hand with fingers spread, raised upwards and held stationary","One hand, all fingers open and facing forward, raised upwards once + One hand, all fingers open and facing forward, waving leftwards and rightwards repeatedly","One hand, all fingers open and palm facing forward, raised upwards stationary + One hand, all fingers open and palm facing down, moving downwards repeatedly","One hand, all fingers open and facing forward, raising upwards once + One hand, all fingers open and facing forward, lowering downwards once","One hand, thumb finger extended and facing upwards, raising upwards once + One hand, thumb finger extended and facing upwards, lowering downwards once"
p_068,"One hand, index finger extended and facing up, pointing upwards repeatedly","One hand, index finger extended and facing upwards, pointing upwards repeatedly + One hand, index finger extended and facing downwards, pointing downwards repeatedly","One hand, index finger pointing upwards and touching the face, stationary + Two hands, index fingers extended and crossing each other in front of the face, stationary","One hand, index finger, touching, stationary + One hand, thumb finger, raised upwards, stationary","One hand, index finger extended and facing upward, raised upwards once + Two hands, all fingers open and facing inward, crossing in front of the chest stationary","One hand, index finger extended and facing upwards, moving upwards repeatedly + One hand, thumb finger extended and facing upwards, stationary","One hand, all fingers open and facing forward, waving repeatedly leftwards and rightwards","One hand, all fingers open and facing left, waving repeatedly"
p_069,"One hand, all fingers open and facing down, moving rightwards repeatedly + One hand, all fingers open and facing forward, moving up and down repeatedly","One hand, all fingers open and facing forward, moving repeatedly leftwards and rightwards","One hand, palm open and facing down, moving leftwards repeatedly","One hand, palm open and facing down, moving leftwards repeatedly","One hand, all fingers open and facing forward, raised upwards once","One hand, all fingers open and facing forward, raised upwards once","One hand, all fingers open and facing up, moving upwards repeatedly","Two hands, all fingers open and facing down, crossing repeatedly inwards and outwards at chest level repeatedly + Two hands, all fingers open and facing forward, spreading apart outwards at shoulder level once"
p_070,"One hand, all fingers open and facing forward, moving upwards repeatedly + One hand, index and middle fingers extended and facing forward, moving upwards repeatedly","One hand, all fingers open and facing forward, moving outwards repeatedly + One hand, index and middle fingers extended and facing forward, held stationary","Two hands, all fingers closed and palms facing each other, moving repeatedly upwards and downwards","Two hands, all fingers open and facing each other, moving repeatedly inwards and outwards together + Two hands, all fingers open and facing up, moving repeatedly upwards and downwards alternately","Two hands, palms open and facing each other, moving apart horizontally repeatedly + Two hands, palms open and facing each other, moving together horizontally repeatedly","Two hands, all fingers open and facing each other, moving apart and together repeatedly + Two hands, all fingers open and facing each other, clapping together repeatedly","One hand, index finger extended and facing up, raised upwards and held stationary","One hand, index finger extended and facing forward, pointing outwards repeatedly"
p_071,"One hand, index and middle fingers extended and facing forward, raised and held stationary","One hand, palm open and facing up, raised and stationary + One hand, index finger extended and facing forward, pointing forward once","One hand, index finger extended and facing upwards, moving upwards towards the face and touching the nose, once + One hand, index and thumb fingers forming a circle and facing forward, held stationary near the face","One hand, all fingers closed, facing inwards, touching the side of the head repeatedly","One hand, index finger extended forward, pointing forwards once + One hand, palm open forward, raised upwards stationary","One hand, all fingers open and facing forward, raised upwards once + One hand, index and thumb fingers forming a pinch shape and facing forward, moving slightly inwards repeatedly","One hand, all fingers open and facing forward, moving upwards repeatedly","One hand, all fingers open and facing up, waving leftwards and rightwards repeatedly"
p_072,"One hand, index and thumb fingers curved and facing each other, holding stationary","One hand, index finger extended and facing forward, pointing forward repeatedly + One hand, palm open and facing down, moving downward once","One hand, all fingers open and facing inwards, moving upwards towards the face once + One hand, all fingers open and facing inwards, stationary while touching the face","Two hands, all fingers curved inwards, moving upwards towards the face repeatedly + Two hands, palms open and facing up, spreading apart repeatedly","Two hands, all fingers curved inwards and facing each other, moving upwards repeatedly + Two hands, all fingers curved inwards and facing each other, moving towards the face and touching the sides of the head repeatedly","Two hands, all fingers curved inwards, holding an object near the face, stationary","One hand, index finger extended and facing up, raised upwards and held stationary","One hand, index finger extended and facing forward, pointing upwards repeatedly + One hand, index finger extended and facing forward, touching the chin stationary"
p_073,"One hand, index finger extended and facing up, moving inwards repeatedly","One hand, index finger extended and facing upwards, pointing upwards once","One hand, all fingers open and slightly curved facing up, moving upwards and downwards repeatedly","One hand, all fingers open and palm facing up, moving upwards and outwards repeatedly","One hand, index finger, extended and facing up, raised upwards repeatedly + One hand, all fingers, open and facing forward, waving leftwards and rightwards repeatedly","One hand, all fingers closed, moving upwards and downwards repeatedly","One hand, all fingers open and facing down, moving repeatedly leftwards and rightwards + One hand, index finger extended and facing up, raised once","Two hands, palms open and facing each other, moving repeatedly inwards and outwards + Two hands, palms open and facing each other, clapping repeatedly"
p_074,"One hand, index finger extended and facing forward, pointing forward repeatedly + One hand, palm open and facing up, raising upwards once","One hand, closed hand with fingers curled inward and palm facing up, moving upwards repeatedly + One hand, open hand with fingers spread and palm facing forward, stationary","One hand, all fingers curved inwards, moving upwards towards the chest, once + One hand, all fingers open, covering the lower face, stationary","One hand, index finger, pointing upwards, raised repeatedly + One hand, all fingers, open and facing forward, raised repeatedly","One hand, all fingers open and facing forward, waving leftwards and rightwards repeatedly + One hand, fist closed and facing forward, moving upwards and downwards repeatedly","One hand, fist with thumb extended upwards, moving upwards repeatedly + One hand, all fingers open and spread, raised upwards stationary","One hand, all fingers open and facing forward, waving repeatedly","One hand, all fingers open and facing forward, waving repeatedly leftwards and rightwards"
p_075,"One hand, index and thumb fingers pinch and face inward, touching the ear, stationary","One hand, all fingers open and slightly curved, facing inwards, touching the side of the head, stationary","One hand, index finger extended and facing upwards, touching the face near the mouth, stationary","One hand, palm open and facing up, raised and held stationary","One hand, all fingers open and facing forward, raised and stationary + One hand, fist closed and facing down, moving downwards repeatedly","Two hands, all fingers open and facing upwards, moving upwards repeatedly + Two hands, all fingers open and facing upwards, moving near the head and touching the sides of the head repeatedly","One hand, index finger extended and facing upwards, moving towards the face and touching the side of the head, once","One hand, palm open and facing down, moving downwards once"
p_076,"One hand, index and middle fingers extended and facing forward, raised and stationary","One hand, index and middle fingers open and facing forward, moving repeatedly near the side of the head + One hand, palm open and facing down, moving downwards once","Two hands, all fingers curved inwards and facing each other, moving apart and together repeatedly + Two hands, index fingers extended and pointing upwards, moving upwards and downwards repeatedly","Two hands, all fingers curved inwards and facing each other, holding stationary + Two hands, all fingers open and facing upwards, spreading apart repeatedly","Two hands, palms open and facing up, moving upwards repeatedly + Two hands, palms open and facing in, covering the face stationary","Two hands, palms open and facing inwards, moving towards the face repeatedly + Two hands, palms open and facing upwards, moving downwards to a stationary position once","One hand, all fingers open and facing forward, waving repeatedly leftwards and rightwards","Two hands, index and thumb fingers extended, facing upwards, moving upwards repeatedly"
p_077,"One hand, index and thumb fingers pinched and facing forward, moving upwards repeatedly","One hand, index finger extended and facing upwards, moving upwards repeatedly","One hand, all fingers open and facing forward, raised upwards once + One hand, index and thumb fingers pinched and facing forward, held near the mouth stationary","One hand, index and thumb fingers pinched and facing forward, moving slightly upwards and downwards repeatedly","One hand, all fingers open and facing forward, waving leftwards and rightwards repeatedly + One hand, index and thumb fingers pinched and facing forward, moving forward and backward repeatedly","One hand, all fingers open and facing forward, moving upwards once + One hand, index and thumb fingers forming a circle and facing forward, held stationary","One hand, index finger extended and facing upwards, raised upwards and held stationary","One hand, all fingers open and facing forward, waving leftwards and rightwards repeatedly"
p_078,"One hand, index and thumb fingers pinched and facing forward, moving upwards repeatedly","One hand, index finger extended and facing upwards, pointing upwards repeatedly","One hand, all fingers open and facing inwards, touching the mouth, stationary + One hand, all fingers open and facing upwards, moving downwards, once","One hand, all fingers open and facing inwards, moving upwards towards the face once","One hand, all fingers open and facing forward, raised upwards once + One hand, all fingers open and facing forward, held stationary in front of the face","One hand, all fingers open and facing forward, waving leftwards and rightwards repeatedly","One hand, all fingers open and facing forward, raised upwards, stationary","One hand, thumb finger extended and facing up, moving upwards and downwards repeatedly + One hand, index finger extended and facing down, moving downwards repeatedly"
p_079,"One hand, all fingers open and facing forward, raised towards the head and touching the ear, stationary","One hand, all fingers curved inwards, touching the side of the face, stationary + One hand, all fingers open and curved, moving outwards, once","One hand, all fingers curved inwards, touching the face, stationary + One hand, all fingers open, palm facing up, moving upwards, once","One hand, all fingers open and facing forward, touching the face statically + One hand, all fingers open and facing forward, waving repeatedly leftwards and rightwards","One hand, palm open facing forward, raised upwards, once","One hand, all fingers open and facing forward, raised upwards repeatedly","One hand, index finger extended and facing up, raised upwards and held stationary","One hand, all fingers open and facing forward, waving leftwards repeatedly"
p_080,"One hand, index finger extended and facing upwards, pointing upwards repeatedly","One hand, index finger extended and facing forward, pointing upwards repeatedly + One hand, index finger extended and facing down, pointing downwards repeatedly","One hand, index finger extended and facing upwards, touching the side of the head once + One hand, index finger extended and facing upwards, pointing upwards repeatedly","One hand, index and thumb fingers pinch and touch the face, moving upwards once + One hand, all fingers open and facing up, raised and stationary","One hand, palm open and facing forward, raised upwards and held stationary + One hand, back of hand facing forward, moving downwards repeatedly","One hand, index finger, extended and facing forward, pointing repeatedly + One hand, palm, open and facing inward, touching the side of the face, stationary","One hand, index finger extended and facing up, pointing upwards repeatedly","One hand, all fingers open and facing forward, waving repeatedly"
p_081,"One hand, all fingers curved inwards, touching the chin, stationary + One hand, all fingers open and slightly curved, moving upwards towards the ear, repeatedly","One hand, palm open and facing down, moving leftwards repeatedly","One hand, index and thumb fingers pinched, facing inwards, touching the face near the mouth, stationary","Two hands, all fingers open and facing each other, moving apart and upwards repeatedly","One hand, open palm facing out, waving leftwards repeatedly","One hand, open palm facing down, moving leftwards repeatedly + One hand, open palm facing up, moving upwards repeatedly","One hand, index finger extended and facing forward, pointing upwards repeatedly + One hand, all fingers open and facing forward, waving leftwards repeatedly","One hand, palm open and facing left, raised upwards once + One hand, palm open and facing down, moving downwards once"
p_082,"One hand, all fingers open and facing forward, moving upwards repeatedly","One hand, all fingers open and facing up, moving upwards repeatedly","One hand, all fingers open and facing forward, moving repeatedly leftwards and rightwards","One hand, all fingers open and facing left, moving upwards repeatedly","One hand, all fingers open and facing forward, moving leftwards repeatedly","One hand, all fingers open and facing forward, moving leftwards repeatedly","One hand, all fingers open and facing forward, raised upwards repeatedly","Two hands, palms open and facing each other, clapping repeatedly"
p_083,"One hand, all fingers open and facing forward, moving upwards repeatedly","One hand, all fingers open and facing forward, waving repeatedly","Two hands, all fingers closed and palms facing each other, moving together repeatedly","One hand, all fingers open and facing inwards, moving towards the face once","One hand, all fingers open and facing forward, waving leftwards repeatedly","Two hands, all fingers curved inwards and facing each other, clapping repeatedly","One hand, all fingers open and facing forward, waving leftwards repeatedly","One hand, all fingers open and facing forward, waving repeatedly leftwards and rightwards"
p_084,"One hand, index finger extended and facing upwards, moving towards the side of the head and touching it, once + One hand, index finger extended and facing upwards, raised and held stationary","One hand, all fingers open and facing up, moving leftwards repeatedly + One hand, all fingers open and facing up, moving downwards once","One hand, index finger extended and facing upward, pointing upwards, once + One hand, index finger extended and facing inward, touching the lips, stationary","One hand, palm open and facing up, moving slightly upwards and downwards repeatedly","One hand, open palm facing left, raised upwards repeatedly + One hand, open palm facing inwards, moving leftwards once","One hand, all fingers open and facing forward, moving upwards repeatedly + One hand, all fingers closed into a fist, raised upwards and stationary","One hand, index finger extended and facing upwards, moving upwards and downwards repeatedly","One hand, index finger extended and facing forward, pointing repeatedly upwards + One hand, palm open and facing left, moving repeatedly upwards"
p_085,"One hand, index finger extended and facing upwards, raised upwards and held stationary","One hand, all fingers closed, facing down, moving upwards and downwards repeatedly","One hand, all fingers open and facing forward, waving repeatedly leftwards and rightwards","One hand, all fingers open and facing forward, waving repeatedly upwards and downwards","One hand, all fingers open and facing outward, moving upwards repeatedly","One hand, all fingers open and facing forward, waving repeatedly leftwards and rightwards","One hand, all fingers open and facing forward, raised upwards repeatedly","One hand, all fingers open and facing forward, waving repeatedly leftwards and rightwards + One hand, all fingers open and facing down, moving repeatedly downwards and upwards"
